school,CITY,STATE,ZIP,COUNTY
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER -  EL PASO CAMPUS,EL PASO,TX,79905,EL PASO
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER -  PERMIAN BASIN CAMPUS,ODESSA,TX,79763,ECTOR
TEXAS WESLEYAN UNIVERSITY,FORT WORTH,TX,76105,TARRANT
TEXAS WOMAN'S UNIVERSITY,DENTON,TX,76204,DENTON
TEXAS WOMAN'S UNIVERSITY - DALLAS CENTER,DALLAS,TX,75235,DALLAS
TEXAS WOMAN'S UNIVERSITY - HOUSTON CENTER,HOUSTON,TX,77030,HARRIS
TEXAS WOMAN'S UNIVERSITY - PRESBYTERIAN CENTER,DALLAS,TX,75231,DALLAS
THADDEUS STEVENS COLLEGE OF TECHNOLOGY,LANCASTER,PA,17602,LANCASTER
THE AESTHETICS & COSMETOLOGY,DOWNERS GROVE,IL,60515,DUPAGE
THE AMERICA,MURRIETA,CA,92563,RIVERSIDE
THE ART INSTITUTE OF ATLANTA,ATLANTA,GA,30328,FULTON
THE ART INSTITUTE OF AUSTIN,AUSTIN,TX,78728,TRAVIS
THE ART INSTITUTE OF CHARLESTON,CHARLESTON,SC,29401,CHARLESTON
THE ART INSTITUTE OF CHARLOTTE,CHARLOTTE,NC,28217,MECKLENBURG
THE ART INSTITUTE OF COLORADO,DENVER,CO,80203,DENVER
THE ART INSTITUTE OF FORT LAUDERDALE,FORT LAUDERDALE,FL,33316,BROWARD
THE ART INSTITUTE OF HOUSTON,HOUSTON,TX,77027,HARRIS
THE ART INSTITUTE OF INDIANAPOLIS,INDIANAPOLIS,IN,46268,MARION
THE ART INSTITUTE OF LAS VEGAS,HENDERSON,NV,89074,CLARK
THE ART INSTITUTE OF MICHIGAN,NOVI,MI,48377,OAKLAND
THE ART INSTITUTE OF NEW YORK CITY,NEW YORK,NY,10018,NEW YORK
THE ART INSTITUTE OF PHILADELPHIA,PHILADELPHIA,PA,19103,PHILADELPHIA
THE ART INSTITUTE OF PHOENIX,PHOENIX,AZ,85021,MARICOPA
THE ART INSTITUTE OF PITTSBURGH,PITTSBURGH,PA,15222,ALLEGHENY
THE ART INSTITUTE OF PITTSBURGH-ONLINE DIVISION,PITTSBURGH,PA,15222,ALLEGHENY
THE ART INSTITUTE OF PORTLAND,PORTLAND,OR,97209,MULTNOMAH
THE ART INSTITUTE OF RALEIGH-DURHAM,DURHAM,NC,27701,DURHAM
THE ART INSTITUTE OF SAN ANTONIO,SAN ANTONIO,TX,78230,BEXAR
THE ART INSTITUTE OF SEATTLE,SEATTLE,WA,98121,KING
THE ART INSTITUTE OF TENNESSEE-NASHVILLE,NASHVILLE,TN,37214,DAVIDSON
THE ART INSTITUTE OF VIRGINIA BEACH,VIRGINIA BEACH,VA,23462,VIRGINIA BEACH
THE ART INSTITUTE OF WASHINGTON,ARLINGTON,VA,22209,ARLINGTON
THE BAPTIST COLLEGE OF FLORIDA,GRACEVILLE,FL,32440,JACKSON
THE BEAUTY SCHOOL,STROUDSBURG,PA,18360,MONROE
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT CHICAGO,CHICAGO,IL,60654,COOK
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT LOS ANGELES,LOS ANGELES,CA,90017,LOS ANGELES
THE CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,CINCINNATI,OH,45219,HAMILTON
THE COLLEGE OF HEALTH CARE PROFESSIONS-FORT WORTH,FORT WORTH,TX,76137,TARRANT
THE COLLEGE OF HEALTH CARE PROFESSIONS-NORTHWEST,HOUSTON,TX,77092,HARRIS
THE COLLEGE OF HEALTH CARE PROFESSIONS-SOUTHWEST HOUSTON,HOUSTON,TX,77074,HARRIS
THE COLLEGE OF IDAHO,CALDWELL,ID,83605,CANYON
THE COLLEGE OF NEW JERSEY,EWING,NJ,8628,MERCER
THE COLLEGE OF NEW ROCHELLE,NEW ROCHELLE,NY,10805,WESTCHESTER
THE COLLEGE OF SAINT ROSE,ALBANY,NY,12203,ALBANY
THE COLLEGE OF SAINT SCHOLASTICA,DULUTH,MN,55811,ST. LOUIS
THE COLLEGE OF WESTCHESTER,WHITE PLAINS,NY,10606,WESTCHESTER
THE COLLEGE OF WOOSTER,WOOSTER,OH,44691,WAYNE
THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - CATONSVILLE,CATONSVILLE,MD,21228,BALTIMORE
THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - DUNDALK,DUNDALK,MD,21222,BALTIMORE
THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - HUNT VALLEY,COCKEYSVILLE,MD,21031,BALTIMORE
THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - OWINGS MILLS,OWINGS MILLS,MD,21117,BALTIMORE
THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - RANDALLSTOWN,RANDALLSTOWN,MD,21133,BALTIMORE
THE CUMBERLANDS,WILLIAMSBURG,KY,40769,WHITLEY
THE CUMBERLANDS - UC NORTHERN KENTUCKY CAMPUS,FLORENCE,KY,41042,BOONE
THE DISTRICT OF COLUMBIA,WASHINGTON,DC,20008,DISTRICT OF COLUMBIA
THE DISTRICT OF COLUMBIA - COMMUNITY COLLEGE,WASHINGTON,DC,20002,DISTRICT OF COLUMBIA
THE DISTRICT OF COLUMBIA - COMMUNITY COLLEGE BERTIE BRACKUS CAMPUS,WASHINGTON,DC,20017,DISTRICT OF COLUMBIA
THE EVERGREEN STATE COLLEGE,OLYMPIA,WA,98505,THURSTON
THE EVERGREEN STATE COLLEGE - TACOMA CAMPUS,TACOMA,WA,98405,PIERCE
THE FINDLAY,FINDLAY,OH,45840,HANCOCK
THE ILLINOIS INSTITUTE OF ART-CHICAGO,CHICAGO,IL,60654,COOK
THE ILLINOIS INSTITUTE OF ART-SCHAUMBURG,SCHAUMBURG,IL,60173,COOK
THE INCARNATE WORD,SAN ANTONIO,TX,78209,BEXAR
THE INCARNATE WORD - ALAMO HEIGHTS CENTER,SAN ANTONIO,TX,78212,BEXAR
THE INCARNATE WORD - ALAMO UNIVERSITY CENTER,LIVE OAK,TX,78233,BEXAR
THE INCARNATE WORD - CORPUS CHRISTI CENTER,CORPUS CHRISTI,TX,78411,NUECES
THE INCARNATE WORD - KILLEEN/FT. HOOD CENTER,KILLEEN,TX,76541,BELL
THE INCARNATE WORD - NORTHEAST CENTER,SAN ANTONIO,TX,78247,BEXAR
THE INCARNATE WORD - NORTHWEST CENTER,SAN ANTONIO,TX,78229,BEXAR
THE INCARNATE WORD - SAIDOFF CENTER,SAN ANTONIO,TX,78250,BEXAR
THE INTERNATIONAL CULINARY CENTER,NEW YORK,NY,10013,NEW YORK
THE JOHN MARSHALL LAW SCHOOL,CHICAGO,IL,60604,COOK
THE JUILLIARD SCHOOL,NEW YORK,NY,10023,NEW YORK
THE KING'S COLLEGE,NEW YORK,NY,10004,NEW YORK
THE KING'S UNIVERSITY,SOUTHLAKE,TX,76092,TARRANT
THE MASTER'S UNIVERSITY AND SEMINARY,SANTA CLARITA,CA,91321,LOS ANGELES
THE MONTANA,MISSOULA,MT,59812,MISSOULA
THE MONTANA - MISSOULA COLLEGE CAMPUS,MISSOULA,MT,59801,MISSOULA
THE MONTANA-WESTERN,DILLON,MT,59725,BEAVERHEAD
THE NEW ENGLAND CONSERVATORY OF MUSIC,BOSTON,MA,2115,SUFFOLK
THE NEW SCHOOL,NEW YORK,NY,10011,NEW YORK
THE OZARKS,CLARKSVILLE,AR,72830,JOHNSON
THE PACIFIC,STOCKTON,CA,95211,SAN JOAQUIN
THE PEOPLE,PASADENA,CA,91101,LOS ANGELES
THE POTOMAC-VA CAMPUS,VIENNA,VA,22182,FAIRFAX
THE RESTAURANT SCHOOL AT WALNUT HILL COLLEGE,PHILADELPHIA,PA,19104,PHILADELPHIA
THE ROCKIES,DENVER,CO,80202,DENVER
THE SAGE COLLEGES,TROY,NY,12180,RENSSELAER
THE SALON PROFESSIONAL ACADEMY,CEDAR FALLS,IA,50613,BLACK HAWK
THE SALON PROFESSIONAL ACADEMY-ALTOONA,ALTOONA,PA,16601,BLAIR
THE SALON PROFESSIONAL ACADEMY-FT MYERS,FORT MYERS,FL,33907,LEE
THE SALON PROFESSIONAL ACADEMY-GRAND JUNCTION,GRAND JUNCTION,CO,81501,MESA
THE SCIENCES,PHILADELPHIA,PA,19104,PHILADELPHIA
THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY,LOUISVILLE,KY,40280,JEFFERSON
THE SOUTHWEST,HOBBS,NM,88240,LEA
THE TAMPA,TAMPA,FL,33606,HILLSBOROUGH
THE TENNESSEE-CHATTANOOGA,CHATTANOOGA,TN,37403,HAMILTON
THE TENNESSEE-HEALTH SCIENCE CENTER,MEMPHIS,TN,38163,SHELBY
THE TENNESSEE-KNOXVILLE,KNOXVILLE,TN,37996,KNOX
THE TENNESSEE-MARTIN,MARTIN,TN,38238,WEAKLEY
THE TENNESSEE-MARTIN - JACKSON CENTER,JACKSON,TN,38305,MADISON
THE TENNESSEE-MARTIN - PARSONS CENTER,PARSONS,TN,38363,DECATUR
THE TENNESSEE-MARTIN - RIPLEY CENTER,RIPLEY,TN,38063,LAUDERDALE
THE TENNESSEE-MARTIN - SELMER CENTER,SELMER,TN,38375,MCNAIRY
THE TEXAS AT ARLINGTON,ARLINGTON,TX,76013,TARRANT
Texas,AUSTIN,TX,78712,TRAVIS
THE TEXAS AT DALLAS,RICHARDSON,TX,75080,COLLIN
Texas-El Paso,EL PASO,TX,79968,EL PASO
THE TEXAS AT SAN ANTONIO,SAN ANTONIO,TX,78249,BEXAR
THE TEXAS AT SAN ANTONIO - DOWNTOWN CAMPUS,SAN ANTONIO,TX,78207,BEXAR
THE TEXAS AT SAN ANTONIO - UTSA HEMISFAIR PARK CAMPUS,SAN ANTONIO,TX,78205,BEXAR
THE TEXAS AT TYLER,TYLER,TX,75799,SMITH
THE TEXAS AT TYLER - HOUSTON ENGINEERING CENTER,HOUSTON,TX,77082,HARRIS
THE TEXAS AT TYLER - LONGVIEW CAMPUS,LONGVIEW,TX,75605,GREGG
THE TEXAS AT TYLER - PALESTINE CAMPUS,PALESTINE,TX,75801,ANDERSON
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON,HOUSTON,TX,77030,HARRIS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - GRADUATE SCHOOL OF BIOMEDICAL SCIENCES,HOUSTON,TX,77030,HARRIS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - MCGOVERN MEDICAL SCHOOL,HOUSTON,TX,77225,HARRIS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF DENTISTRY,HOUSTON,TX,77054,HARRIS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF NURSING,HOUSTON,TX,77030,HARRIS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF PUBLIC HEALTH,HOUSTON,TX,77225,HARRIS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF PUBLIC HEALTH-AUSTIN CAMPUS,AUSTIN,TX,78701,TRAVIS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF PUBLIC HEALTH-BROWNSVILLE CAMPUS,BROWNSVILLE,TX,78520,CAMERON
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF PUBLIC HEALTH-DALLAS CAMPUS,DALLAS,TX,75390,DALLAS
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF PUBLIC HEALTH-EL PASO CAMPUS,EL PASO,TX,79902,EL PASO
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - SCHOOL OF PUBLIC HEALTH-SAN ANTONIO CAMPUS,SAN ANTONIO,TX,78229,BEXAR
THE TEXAS HEALTH SCIENCE CENTER AT HOUSTON - UT HARRIS COUNTY PSYCHIATRIC CENTER,HOUSTON,TX,77021,HARRIS
THE TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,SAN ANTONIO,TX,78229,BEXAR
THE TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO - HARLINGEN CAMPUS,HARLINGEN,TX,78550,CAMERON
THE TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO - LAREDO CAMPUS,LAREDO,TX,78041,WEBB
THE TEXAS MD ANDERSON CANCER CENTER,HOUSTON,TX,77030,HARRIS
THE TEXAS MEDICAL BRANCH,GALVESTON,TX,77555,GALVESTON
THE TEXAS MEDICAL BRANCH - ANGLETON DANBURY CAMPUS,ANGLETON,TX,77515,BRAZORIA
THE TEXAS MEDICAL BRANCH - LEAGUE CITY CAMPUS,LEAGUE CITY,TX,77573,GALVESTON
THE TEXAS OF THE PERMIAN BASIN,ODESSA,TX,79762,ECTOR
THE TEXAS RIO GRANDE VALLEY,EDINBURG,TX,78539,HIDALGO
THE TEXAS SYSTEM OFFICE,AUSTIN,TX,78701,TRAVIS
THE THE ARTS,PHILADELPHIA,PA,19102,PHILADELPHIA
THE VIRGIN ISLANDS,CHARLOTTE AMALIE,VI,802,ST. THOMAS
THE VIRGINIA'S COLLEGE AT WISE,WISE,VA,24293,WISE
THE WEST FLORIDA,PENSACOLA,FL,32514,ESCAMBIA
THE WORKFORCE INSTITUTE'S CITY COLLEGE,PHILADELPHIA,PA,19140,PHILADELPHIA
THE WRIGHT INSTITUTE,BERKELEY,CA,94704,ALAMEDA
THIEL COLLEGE,GREENVILLE,PA,16125,MERCER
THOMAS COLLEGE,WATERVILLE,ME,4901,KENNEBEC
THOMAS EDISON STATE UNIVERSITY,TRENTON,NJ,8608,MERCER
THOMAS JEFFERSON SCHOOL OF LAW,SAN DIEGO,CA,92101,SAN DIEGO
THOMAS JEFFERSON UNIVERSITY,PHILADELPHIA,PA,19107,PHILADELPHIA
THOMAS M COOLEY LAW SCHOO - WESTERN MICHIGAN UNIVERSITY AUBURN HILLS CAMPUS,AUBURN HILLS,MI,48326,OAKLAND
THOMAS M COOLEY LAW SCHOO - WESTERN MICHIGAN UNIVERSITY GRAND RAPIDS CAMPUS,GRAND RAPIDS,MI,49503,KENT
THOMAS M COOLEY LAW SCHOO - WESTERN MICHIGAN UNIVERSITY TAMPA BAY CAMPUS,RIVERVIEW,FL,33578,HILLSBOROUGH
THOMAS MORE COLLEGE,CRESTVIEW HILLS,KY,41017,KENTON
THOMAS NELSON COMMUNITY COLLEGE,HAMPTON,VA,23666,HAMPTON
THOMAS NELSON COMMUNITY COLLEGE - HISTORIC TRIANGLE,WILLIAMSBURG,VA,23188,JAMES CITY
THOMAS UNIVERSITY,THOMASVILLE,GA,31792,THOMAS
THREE RIVERS COLLEGE,POPLAR BLUFF,MO,63901,BUTLER
THREE RIVERS COMMUNITY COLLEGE,NORWICH,CT,6360,NEW LONDON
THUNDERBIRD SCHOOL OF GLOBAL MANAGEMENT,GLENDALE,AZ,85306,MARICOPA
TIDEWATER COMMUNITY COLLEGE,NORFOLK,VA,23510,NORFOLK
TIDEWATER COMMUNITY COLLEGE - VA BEACH CAMPUS,VIRGINIA BEACH,VA,23453,VIRGINIA BEACH
TIFFIN UNIVERSITY,TIFFIN,OH,44883,SENECA
TILLAMOOK BAY COMMUNITY COLLEGE,TILLAMOOK,OR,97141,TILLAMOOK
TINT SCHOOL OF MAKEUP AND COSMETOLOGY-DALLAS,GRAND PRAIRIE,TX,75051,DALLAS
TOCCOA FALLS COLLEGE,TOCCOA FALLS,GA,30598,STEPHENS
TOHONO O'ODHAM COMMUNITY COLLEGE,SELLS,AZ,85634,PIMA
TOLEDO,TOLEDO,OH,43606,LUCAS
TOLEDO - CENTER FOR THE VISUAL ARTS,CINCINNATI,OH,43620,LUCAS
TOLEDO - LAKE ERIE CTR,OREGON,OH,43616,LUCAS
TOLEDO - SCOTT PARK CAMPUS,CINCINNATI,OH,43607,LUCAS
TOLEDO - STRANAHAN ARBORETUM,TOLEDO,OH,43623,LUCAS
TOLEDO PUBLIC SCHOOLS ADULT AND CONTINUING EDUCATION,TOLEDO,OH,43613,LUCAS
TOMPKINS CORTLAND COMMUNITY COLLEGE,DRYDEN,NY,13053,TOMPKINS
TOMPKINS CORTLAND COMMUNITY COLLEGE - COLTIVARE LOCATION,ITHACA,NY,14850,TOMPKINS
TOMPKINS CORTLAND COMMUNITY COLLEGE - CORTLAND EXTENSION CENTER,COURTLAND,NY,12045,CORTLAND
TOMPKINS CORTLAND COMMUNITY COLLEGE - ITHACA EXTENSION CENTER,ITHACA,NY,14850,TOMPKINS
TONI & GUY HAIRDRESSING ACADEMY-ALBUQUERQUE,ALBUQUERQUE,NM,87110,BERNALILLO
TONI & GUY HAIRDRESSING ACADEMY-COLORADO SPRINGS,COLORADO SPRINGS,CO,80918,EL PASO
TONI & GUY HAIRDRESSING ACADEMY-JACKSONVILLE,JACKSONVILLE,FL,32256,DUVAL
TONI & GUY HAIRDRESSING ACADEMY-MODESTO,MODESTO,CA,95350,STANISLAUS
TONI & GUY HAIRDRESSING ACADEMY-PLANO,PLANO,TX,75093,COLLIN
TONI & GUY HAIRDRESSING ACADEMY-SHORELINE,SHORELINE,WA,98133,KING
TONI & GUY HAIRDRESSING ACADEMY-WORCESTER,WORCESTER,MA,1605,WORCESTER
TOOELE TECHNICAL COLLEGE,TOOELE,UT,84074,TOOELE
TOTAL IMAGE BEAUTY ACADEMY,UNION CITY,NJ,7087,HUDSON
TOUGALOO COLLEGE,TOUGALOO,MS,39174,MADISON
TOURO COLLEGE,NEW YORK,NY,10018,NEW YORK
TOURO COLLEGE - COLLEGE OF DENTAL MEDICINE,HAWTHORNE,NY,10532,WESTCHESTER
TOURO COLLEGE - COLLEGE OF PHARMACY/COLLEGE OF OSTEOPATHIC MEDICINE HARLEM CAMPUS,NEW YORK,NY,10027,NEW YORK
TOURO COLLEGE - COLLEGE OF PHARMACY/COLLEGE OF OSTEOPATHIC MEDICINE MIDDLETOWN CAMPUS,MIDDLETOWN,NY,10940,ORANGE
TOURO COLLEGE - GRADUATE SCHOOL OF EDUCATION,BROOKLYN,NY,11223,KINGS
TOURO COLLEGE - GRADUATE SCHOOL OF SOCIAL WORK,BROOKLYN,NY,11223,KINGS
TOURO COLLEGE - LANDER COLLEGE FOR MEN,FLUSHING,NY,11367,QUEENS
TOURO COLLEGE - LANDER COLLEGE OF ARTS AND SCIENCES,BROOKLYN,NY,11230,KINGS
TOURO COLLEGE - LANDERS COLLEGE FOR WOMEN,NEW YORK,NY,10023,NEW YORK
TOURO COLLEGE - LOS ANGELES,WEST HOLLYWOOD,CA,90046,LOS ANGELES
TOURO COLLEGE - MACHON L'PARNASA INSTITUTE FOR PROFESSIONAL STUDIES,BROOKLYN,NY,11230,KINGS
TOURO COLLEGE - NEW YORK MEDICAL COLLEGE,VALHALLA,NY,10595,WESTCHESTER
TOURO COLLEGE - NEW YORK SCHOOL OF CAREER AND APPLIED STUDIES,BROOKLYN,NY,11239,KINGS
TOURO COLLEGE - SCHOOL FOR LIFELONG EDUCATION,BROOKLYN,NY,11219,KINGS
TOURO COLLEGE - SCHOOL OF HEALTH SCIENCE,EAST MEADOW,NY,11544,NASSAU
TOURO COLLEGE - SCHOOL OF HEALTH SCIENCES CAMPUS,BAY SHORE,NY,11706,SUFFOLK
TOURO COLLEGE - SCHOOL OF HEALTH SCIENCES PHYSICIAN ASSISTANT MANHATTAN,NEW YORK,NY,10018,NEW YORK
TOURO COLLEGE - SCHOOL OF HELATH SCIENCES,NEW YORK,NY,10001,NEW YORK
TOURO COLLEGE - TOURO LAW AND TOURO COLLEGE JACOB D. FUCHSBERG LAW CENTER,CENTRAL ISLIP,NY,11722,SUFFOLK
TOURO UNIVERSITY CALIFORNIA,VALLEJO,CA,94592,SOLANO
TOURO UNIVERSITY NEVADA,HENDERSON,NV,89014,CLARK
TOURO UNIVERSITY WORLDWIDE,LOS ALAMITOS,CA,90720,ORANGE
TOWSON UNIVERSITY,TOWSON,MD,21252,BALTIMORE
TOWSON UNIVERSITY - THE UNIVERSITIES AT SHADY GROVE,ROCKVILLE,MD,20850,MONTGOMERY
TOWSON UNIVERSITY - UNIVERSITY CENTER NORTHEAST MARYLAND,ABERDEEN,MD,21001,HARFORD
TRANSYLVANIA UNIVERSITY,LEXINGTON,KY,40508,FAYETTE
TRAVISS TECHNICAL COLLEGE,LAKELAND,FL,33803,POLK
TREASURE VALLEY COMMUNITY COLLEGE,ONTARIO,OR,97914,MALHEUR
TREVECCA NAZARENE UNIVERSITY,NASHVILLE,TN,37210,DAVIDSON
TRIANGLE TECH INC-BETHLEHEM,BETHLEHEM,PA,18017,LEHIGH
TRI-COMMUNITY ADULT EDUCATION,COVINA,CA,91722,LOS ANGELES
TRI-COUNTY ADULT CAREER CENTER,NELSONVILLE,OH,45764,ATHENS
TRI-COUNTY COMMUNITY COLLEGE,MURPHY,NC,28906,CHEROKEE
TRI-COUNTY TECHNICAL COLLEGE,PENDLETON,SC,29670,ANDERSON
TRI-COUNTY TECHNICAL COLLEGE - ANDERSON CAMPUS,ANDERSON,SC,29625,ANDERSON
TRI-COUNTY TECHNICAL COLLEGE - EASLEY CAMPUS,EASLEY,SC,29642,PICKENS
TRI-COUNTY TECHNICAL COLLEGE - OCONEE CAMPUS AT THE HAMILTON CAREER CENTER,SENECA,SC,29672,OCONEE
TRIDENT TECHNICAL COLLEGE,CHARLESTON,SC,29423,CHARLESTON
TRIDENT TECHNICAL COLLEGE - BERKELEY CAMPUS,MONCKS CORNER,SC,29461,BERKELEY
TRIDENT TECHNICAL COLLEGE - MOUNT PLEASANT CAMPUS,MOUNT PLEASANT,SC,29464,CHARLESTON
TRIDENT TECHNICAL COLLEGE - PALMER CAMPUS,CHARLESTON,SC,29403,CHARLESTON
TRIDENT UNIVERSITY INTERNATIONAL,CYPRESS,CA,90630,ORANGE
TRINE UNIVERSITY,ANGOLA,IN,46703,STEUBEN
TRINE UNIVERSITY-REGIONAL/NON-TRADITIONAL CAMPUSES,FORT WAYNE,IN,46825,ALLEN
TRINIDAD STATE JUNIOR COLLEGE,TRINIDAD,CO,81082,LAS ANIMAS
TRINIDAD STATE JUNIOR COLLEGE - VALLEY CAMPUS,ALAMOSA,CO,81101,ALAMOSA
TRINITY CHRISTIAN COLLEGE,PALOS HEIGHTS,IL,60463,COOK
TRINITY COLLEGE,HARTFORD,CT,6106,HARTFORD
TRINITY INTERNATIONAL UNIVERSITY-FLORIDA,MIRAMAR,FL,33027,BROWARD
TRINITY INTERNATIONAL UNIVERSITY-ILLINOIS,DEERFIELD,IL,60015,LAKE
TRINITY INTERNATIONAL UNIVERSITY-ILLINOIS - SOUTH CHICAGO CAMPUS,DOLTON,IL,60419,COOK
TRINITY UNIVERSITY,SAN ANTONIO,TX,78212,BEXAR
TRINITY VALLEY COMMUNITY COLLEGE,ATHENS,TX,75751,HENDERSON
TRINITY VALLEY COMMUNITY COLLEGE - HEALTH SCIENCE CENTER,KAUFMAN,TX,75142,KAUFMAN
TRINITY VALLEY COMMUNITY COLLEGE - PALESTINE CAMPUS,PALESTINE,TX,75803,ANDERSON
TRINITY VALLEY COMMUNITY COLLEGE - RINITY VALLEY COMMUNITY COLLEGE TERREL CAMPUS,TERRELL,TX,75160,KAUFMAN
TRINITY WASHINGTON UNIVERSITY,WASHINGTON,DC,20017,DISTRICT OF COLUMBIA
TRI-STATE COSMETOLOGY INSTITUTE,EL PASO,TX,79935,EL PASO
TRITON COLLEGE,RIVER GROVE,IL,60171,COOK
TROCAIRE COLLEGE,BUFFALO,NY,14220,ERIE
TROCAIRE COLLEGE - RUSSELL J. SALVATORE SCHOOL OF HOSPITALITY & BUSINESS CAMPUS,WILLIAMSVILLE,NY,14221,ERIE
TROY UNIVERSITY,TROY,AL,36082,PIKE
TROY UNIVERSITY - DOTHAN,DOTHAN,AL,36350,HOUSTON
TROY UNIVERSITY - MONTGOMERY CAMPUS,MONTGOMERY,AL,36104,MONTGOMERY
TROY UNIVERSITY - PHENIX CITY,PHENIX CITY,AL,36869,RUSSELL
TRUCKEE MEADOWS COMMUNITY COLLEGE,RENO,NV,89512,WASHOE
TRUCKEE MEADOWS COMMUNITY COLLEGE - APPLIED TECHNOLOGY CENTER,RENO,NV,89502,WASHOE
TRUCKEE MEADOWS COMMUNITY COLLEGE - MEADOWOOD CENTER,RENO,NV,89502,WASHOE
TRUCKEE MEADOWS COMMUNITY COLLEGE - NELL J. REDFIELD FOUNTDATION PERFORMING ARTS CENTER,RENO,NV,89503,WASHOE
TRUCKEE MEADOWS COMMUNITY COLLEGE - WILLIAM N. PENNINGTON HEALTH SCIENCE CENTER,RENO,NV,89511,WASHOE
TRUETT MCCONNELL UNIVERSITY,CLEVELAND,GA,30528,WHITE
TRUMAN STATE UNIVERSITY,KIRKSVILLE,MO,63501,ADAIR
TUFTS UNIVERSITY,MEDFORD,MA,2155,MIDDLESEX
TUFTS UNIVERSITY - CUMMINGS SCHOOL OF VETERINARY MEDICINE,NORTH GRAFTON,MA,1536,WORCESTER
TULANE LOUISIANA,NEW ORLEANS,LA,70118,ORLEANS
TULSA,TULSA,OK,74104,TULSA
TULSA COMMUNITY COLLEGE,TULSA,OK,74135,TULSA
TULSA COMMUNITY COLLEGE - METRO CAMPUS,TULSA,OK,74119,TULSA
TULSA COMMUNITY COLLEGE - NORTHEAST CAMPUS,TULSA,OK,74115,TULSA
TULSA COMMUNITY COLLEGE - SOUTHEAST CAMPUS,TULSA,OK,74133,TULSA
TULSA COMMUNITY COLLEGE - WEST CAMPUS,SAND SPRINGS,OK,74107,TULSA
TULSA TECHNOLOGY CENTER,TULSA,OK,74145,TULSA
TULSA WELDING SCHOOL-HOUSTON,HOUSTON,TX,77060,HARRIS
TULSA WELDING SCHOOL-JACKSONVILLE,JACKSONVILLE,FL,32216,DUVAL
TULSA WELDING SCHOOL-TULSA,TULSA,OK,74104,TULSA
TUNXIS COMMUNITY COLLEGE,FARMINGTON,CT,6032,HARTFORD
TURNING POINT BEAUTY COLLEGE,CASA GRANDE,AZ,85122,PINAL
TURTLE MOUNTAIN COMMUNITY COLLEGE,BELCOURT,ND,58316,ROLETTE
TUSCULUM COLLEGE,GREENEVILLE,TN,37743,GREENE
TUSCULUM COLLEGE - KNOXVILLE REGIONAL CENTER,KNOXVILLE,TN,37932,KNOX
TUSCULUM COLLEGE - MORRISTOWN CENTER,MORRISTOWN,TN,37814,HAMBLEN
TUSKEGEE UNIVERSITY,TUSKEGEE,AL,36088,MACON
TYLER JUNIOR COLLEGE,TYLER,TX,75701,SMITH
TYLER JUNIOR COLLEGE - JACKSONVILLE,JACKSONVILLE,TX,75788,CHEROKEE
TYLER JUNIOR COLLEGE - LINDALE,LINDALE,TX,75771,SMITH
TYLER JUNIOR COLLEGE - RUSK,RUSK,TX,75785,CHEROKEE
TYLER JUNIOR COLLEGE - WEST CAMPUS,TYLER,TX,75701,SMITH
UCAS COSMETOLOGY ARTS & SCIENCES,SAN ANTONIO,TX,78214,BEXAR
UCAS COSMETOLOGY ARTS & SCIENCES-SAN ANTONIO 410,SAN ANTONIO,TX,78201,BEXAR
UCLA,LOS ANGELES,CA,90095,LOS ANGELES
UEI COLLEGE-BAKERSFIELD,BAKERSFIELD,CA,93308,KERN
UEI COLLEGE-FRESNO,FRESNO,CA,93726,FRESNO
UEI COLLEGE-GARDENA,GARDENA,CA,90247,LOS ANGELES
UEI COLLEGE-RIVERSIDE,RIVERSIDE,CA,92507,RIVERSIDE
UINTAH BASIN APPLIED TECHNOLOGY COLLEGE - VERNAL CAMPUS,VERNAL,UT,84078,UINTAH
UINTAH BASIN TECHNICAL COLLEGE,ROOSEVELT,UT,84066,UINTAH
