,fname,lname,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws
2717,Sam,Worthen,69,3.5,1.7,1.7,49.2,0.0,75.0,49.2,8.7,0.7
2718,James,Worthy,926,17.6,5.1,3.0,52.1,24.1,76.9,52.5,17.7,81.2
2719,Justin,Wright-Foreman,231,3.9,2.3,0.8,49.9,26.2,58.4,50.9,12.8,3.9
2720,Antoine,Wright,297,5.4,2.3,1.0,41.2,30.4,67.4,46.3,7.9,3.1
2721,Bracey,Wright,16,3.4,3.4,0.1,41.2,0.0,42.9,41.2,9.5,-0.1
2722,Brad,Wright,16,3.4,3.4,0.1,41.2,0.0,42.9,41.2,9.5,-0.1
2723,Brandan,Wright,16,3.4,3.4,0.1,41.2,0.0,42.9,41.2,9.5,-0.1
2724,Chris,Wright,32,3.7,2.0,0.3,55.0,0.0,65.2,55.0,17.7,0.9
2725,Chris,Wright,32,3.7,2.0,0.3,55.0,0.0,65.2,55.0,17.7,0.9
2726,Dorell,Wright,549,8.4,3.8,1.5,42.4,36.5,80.6,50.3,14.4,25.9
2727,Howard,Wright,53,4.5,1.5,1.2,38.4,21.4,80.0,40.2,6.5,0.0
2728,Joby,Wright,103,4.2,2.8,0.4,46.7,-,46.5,46.7,8.8,0.6
2729,Julian,Wright,231,3.9,2.3,0.8,49.9,26.2,58.4,50.9,12.8,3.9
2730,Larry,Wright,343,8.2,1.6,3.4,46.5,26.1,77.7,46.6,13.1,10.6
2731,Lorenzen,Wright,335,10.7,2.7,1.9,40.7,25.5,72.1,42.3,10.1,5.9
2732,Luther,Wright,15,1.3,0.7,0.0,34.8,0.0,75.0,34.8,-0.4,-0.1
2733,Sharone,Wright,203,9.7,5.0,0.6,45.6,8.3,61.8,45.6,12.8,1.4
2734,Tony,Wroten,145,11.1,2.5,3.0,41.3,23.1,64.7,44.3,12.6,-1.3
2735,Guerschon,Yabusele,74,2.3,1.4,0.4,44.2,32.3,68.2,51.8,12.4,1.1
2736,Vincent,Yarbrough,59,6.9,2.7,2.2,39.3,26.9,79.0,41.7,9.5,1.0
2737,Rich,Yonakor,10,3.3,2.7,0.3,53.8,-,71.4,53.8,20.4,0.3
2738,Danny,Young,574,4.6,1.2,2.9,43.7,32.7,83.5,48.0,12.2,20.2
2739,James,Young,95,2.3,1.0,0.3,36.7,27.7,56.3,45.7,7.4,0.8
2740,Joe,Young,127,3.4,1.0,0.9,39.3,29.6,76.8,44.0,10.2,0.4
2741,Korleone,Young,3,4.3,1.3,0.3,50.0,25.0,100.0,55.0,31.3,0.1
2742,Michael,Young,49,4.6,1.8,0.5,46.5,29.6,71.1,48.5,15.5,1.1
2743,Nick,Young,720,11.4,2.0,1.0,41.8,37.6,83.6,49.3,12.9,18.6
2744,Perry,Young,9,1.4,0.9,0.8,28.6,-,50.0,28.6,3.0,-0.1
2745,Sam,Young,249,5.8,2.3,0.7,44.2,28.0,74.2,46.2,11.5,5.2
2746,Tim,Young,25,2.2,1.4,0.2,33.3,-,77.8,33.3,11.7,0.2
2747,Gary,Zeller,90,3.2,1.1,0.4,33.2,0.0,59.4,33.2,4.2,-1.9
2748,Luke,Zeller,16,1.2,0.6,0.2,34.6,20.0,-,36.5,5.6,-0.1
2749,Tyler,Zeller,412,7.0,4.4,0.9,50.9,28.6,76.4,51.1,14.9,17.1
2750,Tony,Zeno,8,1.8,1.8,0.1,28.6,-,100.0,28.6,0.2,-0.2
2751,Phil,Zevenbergen,8,3.8,1.6,0.4,55.6,-,0.0,55.6,13.7,0.0
2752,George,Zidek,135,3.4,2.1,0.2,40.8,25.0,78.3,40.9,8.7,0.8
2753,Derrick,Zimmerman,2,2.0,2.0,3.5,66.7,-,-,66.7,5.5,0.0
2754,Stephen,Zimmerman,19,1.2,1.8,0.2,32.3,-,60.0,32.3,7.3,0.0
2755,Paul,Zipser,98,4.7,2.6,0.8,37.1,33.5,76.9,44.8,6.1,0.0
2756,Jim,Zoet,7,0.3,1.1,0.1,20.0,-,-,20.0,-0.8,-0.1
