fname,lname,school,debut_x,wt_x,ht(inches),b_city_x,b_state_x,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws
Bob,McAdoo,UNC,1972,210,81,Greensboro,North Carolina,852,22.1,9.4,2.3,50.3,8.1,75.4,50.3,20.7,89.1
Darrell,Elston,UNC,1974,190,76,Tipton,Indiana,77,7.8,2.2,2.6,40.2,16.7,75.2,40.4,8.7,-0.3
Bobby,Jones,UNC,1974,210,81,Charlotte,North Carolina,941,12.1,6.1,2.7,56,0,76.6,56,18.2,94.1
Mitch,Kupchak,UNC,1976,230,81,Hicksville,New York,510,10.2,5.4,0.7,52.3,0,70.4,52.3,16.2,27.1
John,Kuester,UNC,1977,180,74,Richmond,Virginia,135,3.3,1,2.3,42.7,0,83.3,42.7,11.4,2
Tom,LaGarde,UNC,1977,220,82,Detroit,Michigan,312,7.6,5.1,1.5,46.2,0,64,46.2,11.5,6.5
Phil,Ford,UNC,1978,175,74,Rocky Mount,North Carolina,482,11.6,1.8,6.4,46.7,21,82,46.9,13.9,23.3
Dudley,Bradley,UNC,1979,195,78,Baltimore,Maryland,600,5.2,1.8,1.9,44,29.3,73,45.8,12,16.5
Al,Wood,UNC,1981,193,78,Gray,Georgia,417,11.8,3,1.8,46.5,21.1,78.9,47,13.9,15.4
Rich,Yonakor,UNC,1982,220,81,Euclid,Ohio,10,3.3,2.7,0.3,53.8,-,71.4,53.8,20.4,0.3
James,Worthy,UNC,1982,225,81,Gastonia,North Carolina,926,17.6,5.1,3,52.1,24.1,76.9,52.5,17.7,81.2
Michael,Jordan,UNC,1984,195,78,Brooklyn,New York,1072,30.1,6.2,5.3,49.7,32.7,83.5,50.9,27.9,214
Sam,Perkins,UNC,1984,235,81,Brooklyn,New York,1286,11.9,6,1.5,45.9,36.2,81.1,49.4,15.5,105.4
Brad,Daugherty,UNC,1986,245,,Black Mounta,North Carolina,548,19,9.5,3.7,53.2,14.3,74.7,53.2,18.9,65.2
Keith,Smith,UNC,1987,170,75,Queens,New York,737,12.8,2,5.5,48,39.9,82.9,52.5,14.9,46.8
Joe,Wolf,UNC,1987,230,83,Kohler,Wisconsin,592,4.2,3.3,1,42.3,16.4,77,42.7,7.8,3.5
Dave,Popson,UNC,1988,220,82,Kgston,Pennsylvania,41,1.9,1.1,0.3,40.5,0,75,40.5,8.2,-0.1
Jeff,Lebo,UNC,1989,180,74,Carlisle,Pennsylvania,4,1.5,1,0.8,28.6,-,100,28.6,5.8,0
Steve,Bucknall,UNC,1989,215,78,London,United Kingdom,18,1.3,0.4,0.6,27.3,0,83.3,27.3,0,-0.3
Scott,Williams,UNC,1990,230,82,Hacienda Heights,California,746,5.1,4.7,0.6,46.7,11.1,72.1,46.8,13.3,26.4
Rick,Fox,UNC,1991,230,79,Toronto,Canada,930,9.6,3.8,2.8,45,34.9,77,50.1,13.6,44.7
Pete,Chilcutt,UNC,1991,230,82,Sumter,South Carolina,584,4.3,3.3,0.8,44.1,38.1,69.6,48.1,11.9,10.6
Hubert,Davis,UNC,1992,183,77,Wston-Salem,North Carolina,685,8.2,1.5,1.7,45.8,44.1,83.7,53.7,11.8,27.7
George,Lynch,UNC,1993,218,80,Roanoke,Virginia,774,6.6,5,1.4,44.6,30.6,65.2,46.2,12.8,32.3
Matt,Wenstrom,UNC,1993,250,85,Mneapolis,Minnesota,11,1.6,1.1,0,60,-,60,60,15.6,0.1
Eric,Montross,UNC,1994,270,,Indianapolis,Indiana,465,4.5,4.6,0.4,49,0,47.8,49,9.1,8.5
Derrick,Phelps,UNC,1995,181,76,Queens,New York,3,0,0,0.3,0,-,0,0,-17.3,0
Jerry,Stackhouse,UNC,1995,218,78,Kston,North Carolina,970,16.9,3.2,3.3,40.9,30.9,82.2,44.6,16.5,52.4
Rasheed,Wallace,UNC,1995,225,82,Philadelphia,Pennsylvania,1109,14.4,6.7,1.8,46.7,33.6,72.1,50.7,17,105.1
Jeff,McInnis,UNC,1996,190,76,Charlotte,North Carolina,576,9.4,2,4.4,43.1,32.8,79.6,46.1,12.6,23.1
Kevin,Salvadori,UNC,1996,231,,Wheelg,West Virginia,39,1.1,1.2,0.3,28.3,-,66.7,28.3,6.1,-0.2
Shammond,Williams,UNC,1999,201,73,Bronx,New York,325,5.8,1.6,2.4,40.1,36.6,79.8,47.7,13.3,8.8
Antawn,Jamison,UNC,1999,223,80,Shreveport,Louisiana,1083,18.5,7.5,1.6,45.1,34.6,72.4,48.5,18.1,87.8
Joseph,Forte,UNC,2001,194,76,Atlanta,Georgia,25,1.2,0.7,0.7,23.4,0,80,23.4,3.2,-0.4
Brendan,Haywood,UNC,2001,268,,New York,New York,816,6.8,6,0.5,52.8,0,58.7,52.8,14.6,43.8
Raymond,Felton,UNC,2005,205,73,Marion,South Carolina,971,11.2,3,5.2,41.2,32.9,79,45.9,13.8,40.2
Rashad,McCants,UNC,2005,207,76,Asheville,North Carolina,249,10,2,1.3,43.1,36.8,74.1,49.9,12.9,3.6
Sean,May,UNC,2005,266,81,Chicago,Illinois,119,6.9,4,1,45.8,23.1,74.6,46,14.9,2.6
David,Noel,UNC,2006,230,78,Durham,North Carolina,68,2.7,1.8,1,36.7,32.1,86,41.5,9,0.4
Ty,Lawson,UNC,2009,195,71,Clton,Maryland,551,12.7,2.7,6,46,35.9,77,50.4,17.2,42.1
Tyler,Hansbrough,UNC,2009,250,81,Poplar Bluff,Missouri,428,6.7,4.2,0.4,43.9,13.6,73.8,44,14.8,20.2
Kendall,Marshall,UNC,2012,200,76,Dumfries,Virginia,160,5,1.6,4.9,39.9,37,61.1,48,10.7,1
Tyler,Zeller,UNC,2012,253,,Visalia,California,412,7,4.4,0.9,50.9,28.6,76.4,51.1,14.9,17.1
James Michael,McAdoo,UNC,2015,230,81,Norfolk,Virginia,111,3,1.7,0.3,52.8,29.4,53.4,53.8,14.6,2.4
Marcus,Paige,UNC,2017,175,73,Cedar Rapids,Iowa,5,2.4,0.8,0.6,28.6,25,100,35.7,9.1,0
Isaiah,Hicks,UNC,2018,230,81,Oxford,North Carolina,21,4.4,2.3,0.9,46.3,22.2,69.6,47.5,8,0.1
David,Robinson,United States Naval Academy,1989,235,85,Key West,Florida,987,21.1,10.6,2.5,51.8,25,73.6,51.9,26.2,178.7
Keith,McCord,University of Alabama at Birmingham,1980,210,79,Birmgham,Alabama,2,2,1,0.5,50,-,-,50,7.9,0
Oliver,Robinson,University of Alabama at Birmingham,1982,180,76,Birmgham,Alabama,35,2.9,0.5,0.6,36.1,9.1,66.7,36.6,14.1,0.1
Mckinley,Singleton,University of Alabama at Birmingham,1986,175,77,Memphis,Tennessee,2,2,0,0.5,66.7,0,-,66.7,13.3,0
Alan,Ogg,University of Alabama at Birmingham,1991,240,86,Lancaster,Ohio,80,2.2,1.7,0.2,49.3,0,56.8,49.3,9.1,0.8
Stanley,Jackson,University of Alabama at Birmingham,1993,185,75,Tuskegee,Alabama,17,2.2,1.6,0.9,51.5,20,100,53,17.8,0.2
Donell,Taylor,University of Alabama at Birmingham,2005,180,78,Washgton,District of Columbia,98,2.7,1.1,0.9,39.5,20.6,64.1,40.8,10.2,0
Walter,Sharpe,University of Alabama at Birmingham,2008,245,81,Huntsville,Alabama,8,1,0.4,0,36.4,0,0,36.4,4.8,-0.1
Cameron,Johnson,University of Alabama at Birmingham,2011,180,70,New Orleans,Louisiana,15,1.8,0.6,1.5,31.4,26.7,33.3,37.1,8.9,0
Elijah,Millsap,University of Alabama at Birmingham,2015,225,78,Gramblg,Louisiana,69,4.2,2.8,1.1,32.7,27.9,67.9,37.9,7.4,0.4
Isaiah,Wilson,University of Baltimore,1972,175,74,Philadelphia,Pennsylvania,78,4.6,1.1,1.4,39,37.5,76.7,39.4,13.3,-0.1
Manute,Bol,University of Bridgeport,1985,200,91,Gogrial,South Sudan,624,2.6,4.2,0.3,40.7,21,56.1,42,9.4,12.3
Bob,Thornton,"University of California, Irvine",1985,225,82,Los Angeles,California,283,3,2.5,0.3,44.4,22.2,55.8,44.6,6.2,1.3
Ben,McDonald,"University of California, Irvine",1986,210,80,Torrance,California,176,6,3.2,1.3,46.8,22.7,72.7,47.3,8.3,2.5
Johnny,Rogers,"University of California, Irvine",1986,225,82,Fullerton,California,69,3.6,1.5,0.4,47.2,0,67.9,47.2,9.7,0.4
Tod,Murphy,"University of California, Irvine",1987,220,81,Long Beach,California,191,5.5,4.9,1,45.4,29,67.9,46.4,11.9,8
Scott,Brooks,"University of California, Irvine",1988,165,71,French Camp,California,680,4.9,1,2.4,45,37.2,84.9,50.3,14.5,23.5
Wayne,Englestad,"University of California, Irvine",1988,245,80,Rosemead,California,11,2.5,1.5,0.6,37.9,-,60,37.9,12.4,0
Scottie,Pippen,University of Central Arkansas,1987,210,80,Hamburg,Arkansas,1178,16.1,6.4,5.2,47.3,32.6,70.4,50.4,18.6,125.1
Eddie,Robinson,University of Central Oklahoma,1999,210,80,Flt,Michigan,278,7,2.7,0.9,50.7,25,73.9,50.9,14,10.2
Don,Buse,University of Evansville,1972,190,76,Huntgburg,Indiana,966,7.1,2.7,4.6,44,33,77.9,46.5,13.1,57.1
Scott,Haffner,University of Evansville,1989,180,75,Terre Haute,Indiana,50,4.3,1.1,1.8,40.3,13,66.7,41,8.4,-0.1
Dan,Godfread,University of Evansville,1990,250,82,Fort Wayne,Indiana,11,1.2,0.2,0,41.7,0,75,41.7,18.5,0.1
Vin,Baker,University of Hartford,1993,232,83,Lake Wales,Florida,791,15,7.4,1.9,48.5,21.5,63.8,48.7,16.3,47
Sharrod,Ford,University of Illinois at Chicago,1995,210,79,Baton Rouge,Louisiana,28,3.2,0.9,0.2,37.5,16,76.5,40,16.4,0.4
Jordan,Loyd,University of Indianapolis,2018,210,76,Atlanta,Georgia,12,2.4,0.8,0.5,44.4,50,81.8,55.6,16.3,0.2
Jeff,Cross,University of Maine,1986,240,82,Chicago,Illinois,21,1.2,1.4,0,25,-,56,25,1.5,-0.1
Jay,Guidinger,University of Minnesota Duluth,1992,255,82,Milwaukee,Wisconsin,64,1.5,1.5,0.3,40.2,-,60.9,40.2,9.9,0.4
Nate,Driggers,University of Montevallo,1996,215,77,Chicago,Illinois,15,2.4,1.5,0.4,30.2,0,71.4,30.2,6.8,-0.2
Bart,Kofoed,University of Nebraska at Kearney,1988,210,76,Omaha,Nebraska,111,1.5,0.5,1,38.7,18.8,61.4,39.7,5.7,0
Phil,Jackson,University of North Dakota,1967,220,80,Deer Lodge,Montana,807,6.7,4.3,1.1,45.3,0,73.6,45.3,12.5,29.3
Jerome,Beasley,University of North Dakota,2003,237,82,Compton,California,2,1,0.5,0,33.3,-,-,33.3,5.9,0
Jordan,Hamilton,University of North Texas,1970,160,70,Lexgton,Kentucky,344,12,2.6,3.5,40.8,31.2,80.7,44,13.3,12.4
Mike,Higgins,University of Northern Colorado,1989,220,81,Grand Island,Nebraska,18,1.7,0.5,0.3,50,-,70.6,50,7.2,0.2
Bill,Garnett,University of Portland,1967,220,82,East St. Louis,Illinois,53,1.5,2.2,0.5,27.2,0,50,27.2,-1.2,-0.7
Ray,Scott,University of Portland,1970,215,81,Philadelphia,Pennsylvania,811,14.3,9.8,2.2,40.9,60,72.7,40.9,15.9,34.7
Daequan,Cook,University of Portland,1980,184,75,Los Angeles,California,612,9.5,2.1,3.7,45.3,19.6,76.4,45.8,13.8,22.9
Jose,Slaughter,University of Portland,1982,205,77,Los Angeles,California,63,3.6,1.1,0.8,37.4,22,64.4,39.3,10.5,-0.1
Ed,Rains,University of South Alabama,1981,190,79,Ocala,Florida,83,3.5,1.5,0.7,42.3,0,62.6,42.3,8.2,0.7
Rodney,White,University of South Alabama,1982,210,80,Tuskegee,Alabama,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5
Terry,Catledge,University of South Alabama,1985,220,80,Houston,Mississippi,515,12.7,6.4,0.9,48.5,9.4,65.4,48.5,14.1,20.9
Dexter,Shouse,University of South Alabama,1989,200,74,Terre Haute,Indiana,3,0,0,0.7,0,0,-,0,-6.8,-0.1
Joe,Smith,University of Southern Colorado,1968,235,,Columbus,Mississippi,147,5.9,8.3,0.8,38.7,0,55.8,38.7,9.2,0.2
Randolph,Keys,University of Southern Mississippi,1988,195,79,Colls,Mississippi,241,5.2,2.3,0.8,42.5,27.2,72.1,44.1,10.3,2.3
Clar.,Weatherspoon,University of Southern Mississippi,1992,240,78,Crawford,Mississippi,915,11.5,7.5,1.5,47.1,19.6,74.3,47.2,15.6,58.4
Joe,Courtney,University of Southern Mississippi,1993,235,80,Jackson,Mississippi,96,2.8,1.5,0.3,43.3,66.7,63.3,43.7,9.7,0.3
Kelly,McCarty,University of Southern Mississippi,1999,200,79,Chicago,Illinois,2,2,1.5,0,66.7,-,-,66.7,31.7,0
Nate,Johnston,University of Tampa,1989,210,80,Birmgham,Alabama,21,2.2,1.1,0,37.5,25,69.2,38.5,14.1,0.1
Lester,Hudson,University of Tennessee at Martin,2009,190,75,Memphis,Tennessee,57,4.7,1.4,1.2,37.5,27.7,80.6,43.1,13,0.2
Ken,Green,University of Texas-Pan American,1986,215,80,Newman,Georgia,7,4.4,3.9,0.3,48.1,-,55.6,48.1,19.3,0.3
Earl,Jones,University of the District of Columbia,1984,210,,Oak Hill,West Virginia,14,0.9,0.7,0.3,38.5,-,75,38.5,0.2,-0.1
John,Gianelli,University of the Pacific,1972,220,82,Stockton,California,541,7.8,5.9,1.5,47,-,70.2,47,11.7,23
Dell,Demps,University of the Pacific,1993,205,75,Long Beach,California,20,3,0.5,0.5,50,33.3,76.2,51.2,14.4,0.1
Michael,Olowokandi,University of the Pacific,1999,269,,Lagos,Nigeria,500,8.3,6.8,0.7,43.5,-,59.7,43.5,10.7,2.5
Moochie,Norris,University of West Florida,1996,175,73,Washgton,District of Columbia,445,5.1,2,2.8,40.1,28.6,74,43,13,10
Abdul,Jeelani,University of Wisconsin-Parkside,1979,210,80,Bells,Tennessee,143,9,3.5,1.1,47.3,0,80.2,47.3,17.2,5.4
Terry,Porter,University of Wisconsin-Stevens Point,1985,195,75,Milwaukee,Wisconsin,1274,12.2,3,5.6,46.3,38.6,83.6,51.8,17.2,110.4
John,Trapp,UNLV,1973,210,79,Detroit,Michigan,303,7.2,4.4,1,42,0,71.7,42,10.7,6.4
Ricky,Sobers,UNLV,1975,198,75,Bronx,New York,821,13.3,2.6,4.3,45.9,29.1,84.3,46.6,13.9,32
Robert,Smith,UNLV,1977,165,71,Los Angeles,California,229,5,1.3,1.8,43.5,23.8,87.7,44.1,11,5.6
Glen,Gondrezick,UNLV,1977,218,78,Boulder,Colorado,435,5.8,4.5,1.4,47.3,14.3,72.4,47.4,13.7,15.9
Reggie,Theus,UNLV,1978,190,79,Inglewood,California,1026,18.5,3.3,6.3,47.1,25.2,82.6,47.9,16.6,66.9
Earl,Evans,UNLV,1979,202,80,Port Arthur,Texas,36,4.4,2.1,1,45,38.9,57.1,47.5,10.3,0.1
Jackie,Robinson,UNLV,1979,210,78,Los Angeles,California,22,3.8,1.2,0.6,46.3,0,70,46.3,13.7,0.3
Brett,Vroman,UNLV,1980,220,,Hollywood,California,11,3.1,2.3,0.8,37,0,73.7,37,11.8,0.1
Anthony,Jones,UNLV,1986,195,78,Washgton,District of Columbia,164,3.6,1.3,0.7,39.3,30.6,74,40.6,9.8,0.8
Armen,Gilliam,UNLV,1987,230,81,Pittsburgh,Pennsylvania,929,13.7,6.9,1.2,48.9,0,77.6,48.9,16.4,58.1
Mark,Wade,UNLV,1988,160,71,Torrance,California,12,0.7,1.3,3,15,0,50,15,4.9,-0.3
Gerald,Paddio,UNLV,1990,205,79,Lafayette,Louisiana,129,5.5,1.4,1,42.1,24.2,74.6,42.6,10.6,0.1
Greg,Anthony,UNLV,1991,176,,Las Vegas,Nevada,757,7.3,1.9,4,40.3,34.9,73.3,46.7,14.5,35.9
Stacey,Augmon,UNLV,1991,205,80,Pasadena,California,1001,8,3.2,1.6,46.9,15.2,72.8,47,13.7,43.8
Elmore,Spencer,UNLV,1992,270,,Atlanta,Georgia,157,5.9,3.5,0.7,51.6,0,58,51.6,9.9,0
Isaiah,Rider,UNLV,1993,215,77,Oakland,California,563,16.7,3.8,2.7,44.3,35.2,81.2,48.4,14.7,22.8
Evric,Gray,UNLV,1996,235,79,Bloomgton,California,5,2.6,0.6,0.4,26.7,25,100,30,2.8,-0.1
Dexter,Boney,UNLV,1997,185,76,Wilmgton,Delaware,8,2.4,0.8,0,31.6,16.7,75,34.2,10.2,0
Shawn,Marion,UNLV,1999,220,79,Waukegan,Illinois,1163,15.2,8.7,1.9,48.4,33.1,81,51,18.8,124.9
Keon,Clark,UNLV,1999,220,83,Danville,Illinois,353,8.2,5.9,0.9,50,5.3,64.5,50,15.4,18.2
Tyrone,Nesby,UNLV,1999,225,78,Cairo,Illinois,255,9.5,3.7,1.5,40.4,31.6,77.2,44.6,12.7,7.6
Marcus,Banks,UNLV,2003,200,74,Las Vegas,Nevada,348,5.9,1.5,2.1,43.2,32.7,76.8,46.9,12.2,6.6
Lou,Amundson,UNLV,2007,220,81,Ventura,California,428,3.7,3.6,0.4,47.4,0,44.4,47.4,12,6.9
Joel,Anthony,UNLV,2007,245,81,Montreal,Canada,490,2.2,2.8,0.2,51.3,-,66.2,51.3,9.7,15.3
Anthony,Bennett,UNLV,2013,245,80,Toronto,Canada,151,4.4,3.1,0.5,39.2,26.1,67,42,10.2,0.5
Rashad,Vaughn,UNLV,2015,202,78,Mneapolis,Minnesota,139,3,1.1,0.5,33.7,31.3,69.2,42.4,5.9,-0.6
Stephen,Zimmerman,UNLV,2016,240,,Hendersonville,Tennessee,19,1.2,1.8,0.2,32.3,-,60,32.3,7.3,0
Mike,Gibson,USC Upstate,1983,205,82,Williamsburg County,South Carolina,64,1.6,1.7,0.2,38.7,-,67.9,38.7,8.6,0.3
Mack,Calvin,USC,1969,165,,Fort Worth,Texas,755,16.1,2.5,4.8,44.7,24.5,86.3,45.1,17.4,60.4
Roland,Taylor,USC,1969,265,85,Torrance,California,77,4.8,3.8,0.9,46.6,-,55.3,46.6,9.1,1.5
Paul,Westphal,USC,1972,195,76,Torrance,California,823,15.6,1.9,4.4,50.4,27.5,82,50.6,19.4,67.7
Gus,Williams,USC,1975,175,74,Mount Vernon,New York,825,17.1,2.7,5.6,46.1,23.8,75.6,46.5,18.5,67.9
John,Lambert,USC,1975,225,82,Berkeley,California,446,3.8,3.3,0.6,42.8,8.3,69.3,42.8,10.4,6.9
Cliff T.,Robinson,USC,1979,220,81,Oakland,California,629,17.2,8.3,2,46.8,18.4,72.2,46.9,17,30.5
Dwight,Anderson,USC,1982,185,75,Dayton,Ohio,5,4.2,0.4,0.6,50,-,70,50,10.6,0
Chris,Munk,USC,1990,225,81,San Francisco,California,11,1.2,1.3,0.1,42.9,-,58.3,42.9,14.5,0
Robert,Pack,USC,1991,180,74,New Orleans,Louisiana,552,8.9,2,4.6,42.5,29.2,78.7,43.9,15,14.4
Duane,Cooper,USC,1992,185,73,Benton Harbor,Michigan,88,2.3,0.7,2,40.2,21.6,72,42.2,7.7,-0.5
Harold,Miner,USC,1992,210,77,Inglewood,California,200,9,2.2,1.2,46,31.1,78.5,46.8,12.6,4.2
Rodrick,Rhodes,USC,1997,225,78,Jersey City,New Jersey,72,5.3,1.2,1.7,34.7,20,62,35.1,6.7,-1.6
Jeff,Trepagnier,USC,2001,200,76,Los Angeles,California,31,2.8,1.4,0.7,33.7,46.2,70,36.6,9.5,-0.2
Brian,Scalabrine,USC,2002,241,81,Long Beach,California,520,3.1,2,0.8,39,34.4,78.3,45,7.7,7.6
Desmon,Farmer,USC,2006,220,77,Flt,Michigan,11,2.4,0.6,1,31,25,100,39.7,6,0
Gabe,Pruitt,USC,2007,170,76,Los Angeles,California,62,2,0.8,0.8,32.1,28.3,78.3,38.2,7.7,0.4
Nick,Young,USC,2007,210,79,Los Angeles,California,720,11.4,2,1,41.8,37.6,83.6,49.3,12.9,18.6
Alex,Stepheson,USC,2016,270,82,Los Angeles,California,8,2.8,3.5,0.3,33.3,-,33.3,33.3,14.8,0.1
Shaler,Halimon,Utah State University,1971,199,77,Tampa,Florida,254,6.2,3.1,1.7,40,11.1,64.4,40.1,11.8,0.5
Marv,Roberts,Utah State University,1971,200,80,Brooklyn,New York,402,8.3,3.9,1.3,43.3,33.3,77.3,43.4,12.3,11.4
Desmond,Penigar,Utah State University,2004,245,79,Upland,California,10,3.2,2.4,0.3,50,-,100,50,12.9,0.1
Ronnie,Price,Utah Valley State College,2005,190,74,Friendswood,Texas,544,3.7,1.2,1.8,37.3,30.2,73.8,43.4,9.1,4
Bill,McGill,Utah,1968,225,81,San Angelo,Texas,295,10.5,4.4,1.1,51.4,-,70.1,51.4,19,16.9
Mike,Newlin,Utah,1971,200,76,Portland,Oregon,837,14.9,3,4,46.6,30.2,87,46.9,15.5,50.4
Jerry,Chambers,Utah,1972,185,77,Washgton,District of Columbia,320,8.3,3.2,0.8,44,20,77.4,44,13.2,5.2
Jeff,Judkins,Utah,1978,185,78,Salt Lake City,Utah,272,5.4,1.6,1,47.8,31.5,81.2,48.7,12.9,6.3
Greg,Deane,Utah,1979,190,76,Tulare,California,7,1.4,0.9,0.9,18.2,100,71.4,22.7,4.5,-0.1
Danny,Vranes,Utah,1981,210,79,Salt Lake City,Utah,510,5.1,3.9,1.2,49.6,10.5,57,49.6,9.3,15.3
Tom,Chambers,Utah,1981,220,82,Ogden,Utah,1107,18.1,6.1,2.1,46.8,30.7,80.7,47.6,16.5,79
Pace,Mannion,Utah,1983,190,79,Salt Lake City,Utah,216,3.1,1.2,1.1,41.3,20.3,66.3,42.5,9.4,1.7
Kelvin,Upshaw,Utah,1989,180,74,Chicago,Illinois,120,5.4,1.2,2.1,45.3,23.7,79.5,46.5,13.1,1.6
Josh,Grant,Utah,1993,223,81,Salt Lake City,Utah,53,3,1.7,0.5,40.4,27.9,75.9,46.2,11.7,0.5
Michael,Doleac,Utah,1999,262,83,San Antonio,Texas,587,4.9,3.3,0.6,43.9,12.5,79.1,43.9,10.8,12.7
Hanno,Mottola,Utah,2000,247,83,Helski,Finland,155,4.6,2.9,0.5,44.2,6.3,78.3,44.3,8.1,0.9
Britton,Johnsen,Utah,2003,210,82,Salt Lake City,Utah,26,2.1,2.1,0.6,28.4,6.3,43.8,29,2.1,-0.7
Andrew,Bogut,Utah,2005,260,,Melbourne,Australia,706,9.6,8.7,2.2,53.5,12,55.7,53.5,16.4,50.6
Bryce,Drew,Valparaiso,1999,185,74,Baton Rouge,Louisiana,243,4.4,1.2,2.2,38.2,37.1,83,45.1,9.6,2.4
Alec,Peters,Valparaiso,2017,232,81,Washgton,Illinois,20,4.1,1.9,0.6,37.8,31,80,50,10.7,0.3
Jeff,Turner,Vanderbilt,1984,230,81,Bangor,Maine,612,6,3.3,1,46.7,34.4,76.9,47.8,8.4,8.9
Will,Perdue,Vanderbilt,1988,240,,Melbourne,Florida,792,4.7,4.9,0.8,51.5,6.7,57.7,51.6,13.6,26.6
Frank,Kornet,Vanderbilt,1989,225,81,Lexgton,Kentucky,89,1.9,1.1,0.3,36.9,26.3,59.6,39.8,6.2,0
Dan,Langhi,Vanderbilt,2000,220,83,Chicago,Illinois,133,3,1.5,0.3,39.1,28.9,61.3,40.3,8.8,0.3
Matt,Freije,Vanderbilt,2004,240,82,Overland Park,Kansas,42,3.2,2,0.6,29.3,22.4,71.4,34,4.6,-0.6
John,Jenkins,Vanderbilt,2012,215,76,Nashville,Tennessee,171,5,1.5,0.8,44.1,36.7,84.7,52.4,11.7,3
Derrick,Byars,Vanderbilt,2012,220,79,Memphis,Tennessee,2,5,5.5,0.5,27.3,0,100,27.3,14.9,0.1
Festus,Ezeli,Vanderbilt,2012,255,83,Ben City,Nigeria,170,4.2,4.3,0.4,51.3,-,55.7,51.3,13.4,5.9
Wade,Baldwin IV,Vanderbilt,2016,200,76,Belle Mead,New Jersey,56,3.1,1.2,1.4,35.5,25,77.6,38.2,7.1,-0.3
Tom,Hoover,Villanova,1967,230,81,Washgton,District of Columbia,223,5.9,6.2,1.1,44.7,33.3,62.6,44.8,10.2,7.6
Bill,Melchionni,Villanova,1969,165,73,Philadelphia,Pennsylvania,646,10.6,2,5,45.9,23.6,80.9,46.2,13.8,28.8
Hubie,White,Villanova,1969,205,76,</span,],120,4.8,2.2,0.9,36.6,18,70.6,37.3,8.5,-0.8
Chris,Ford,Villanova,1972,190,77,Atlantic City,New Jersey,794,9.2,3,3.4,46,37.5,73.1,46.9,12.2,35.6
Tom,Ingelsby,Villanova,1974,180,75,Philadelphia,Pennsylvania,75,3.2,1.3,1,42.4,20,77.3,42.6,11,0.8
Keith,Herron,Villanova,1978,195,78,Memphis,Tennessee,124,9.8,2,1.4,43.8,16.7,85.8,43.9,12.6,3.2
John,Olive,Villanova,1978,210,79,Philadelphia,Pennsylvania,35,1.3,0.6,0.1,31,-,78.3,31,1,-0.2
Rory,Sparrow,Villanova,1980,175,74,Suffolk,Virginia,836,9,2.1,5,46.6,26,79.7,47.3,12,28.3
Stewart,Granger,Villanova,1983,190,75,Montreal,Canada,80,4,1,2.2,41.4,23.5,74.2,42.1,8.4,-0.1
John,Pinone,Villanova,1983,230,80,Hartford,Connecticut,7,2.9,1.4,0.4,53.8,-,60,53.8,7.8,0.1
Dwayne,McClain,Villanova,1985,185,78,Worcester,Massachusetts,45,3.5,0.7,1.5,38.3,11.1,51.4,38.6,8.3,-0.3
Ed,Pinckney,Villanova,1985,195,81,Bronx,New York,793,6.8,5,0.9,53.5,0,76.5,53.5,14.8,42.7
Harold,Pressley,Villanova,1986,210,79,Bronx,New York,299,9,4.5,2.1,43.7,35.8,77.8,48,13.8,10
Doug,West,Villanova,1989,200,78,Altoona,Pennsylvania,676,9.6,2.5,1.9,48.1,19.1,80.1,48.4,11.5,17.7
Kerry,Kittles,Villanova,1996,179,77,Dayton,Ohio,507,14.1,3.9,2.6,43.9,37.8,78,49.3,16,44.8
Tim,Thomas,Villanova,1997,230,82,Paterson,New Jersey,824,11.5,4.1,1.5,43.7,36.9,75.8,49.7,14,35.2
Jason,Lawson,Villanova,1997,240,83,Philadelphia,Pennsylvania,17,1.5,1.6,0.3,60,-,80,60,21.5,0.5
John,Celestand,Villanova,1999,178,76,Houston,Texas,16,2.3,0.7,1.3,33.3,22.2,83.3,35.6,2.7,-0.1
Michael,Bradley,Villanova,2001,245,82,Worcester,Massachusetts,173,2.8,3.4,0.5,47.7,14.3,51.1,47.9,11.3,2
Malik,Allen,Villanova,2001,255,82,Willgboro,New Jersey,478,4.9,2.8,0.5,43.9,18.8,77.8,44,9.9,6.6
Allan,Ray,Villanova,2006,190,74,Bronx,New York,47,6.2,1.5,0.9,38.6,41.4,76.4,47.9,10,0.6
Randy,Foye,Villanova,2006,213,76,Newark,New Jersey,752,10.3,2.2,2.8,40.1,36.6,85.2,48.2,12,23.5
Dante,Cunningham,Villanova,2009,230,80,Clton,Maryland,715,5.8,3.7,0.7,46.9,34.5,64.9,49.8,11.1,24.9
Maalik,Wayns,Villanova,2012,200,74,Philadelphia,Pennsylvania,29,2.7,0.3,1,30,22.6,89.5,33.9,5.7,-0.3
Darrun,Hilliard,Villanova,2015,205,78,Bethlehem,Pennsylvania,91,3.2,0.9,0.8,37.7,30.4,74.7,43.3,7.7,0.3
Daniel,Ochefu,Villanova,2016,245,83,Baltimore,Maryland,19,1.3,1.2,0.2,44.4,-,0,44.4,6.6,0
Gerald,Henderson,Virginia Commonwealth,1979,175,74,Richmond,Virginia,871,8.9,1.7,3.6,47.2,33.2,77.6,48.7,13.4,32.1
Edmund,Sherod,Virginia Commonwealth,1982,170,74,Richmond,Virginia,64,6.2,2.3,4.9,40.6,7.7,65,40.7,11.4,2.5
