fname,lname,school,debut_x,wt_x,ht(inches),b_city_x,b_state_x,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws,,,
Kevin,Salvadori,UNC,1996,231lb,,Wheelg,West Virginia,39,1.1,1.2,0.3,28.3,-,66.7,28.3,6.1,-0.2,,,
Brad,Sellers,Ohio State,1986,210lb,,Warrensville Heights,Ohio,398,6.3,2.7,1.1,45.2,20,79.3,45.4,11.1,9.8,,,
Joe,Smith,University of Southern Colorado,1968,235lb,,Columbus,Mississippi,147,5.9,8.3,0.8,38.7,0,55.8,38.7,9.2,0.2,,,
Josh,Smith,University of Southern Colorado,1968,235lb,,Columbus,Mississippi,147,5.9,8.3,0.8,38.7,0,55.8,38.7,9.2,0.2,,,
Mike,Smrek,Canisius,1985,250lb,,Welland,Canada,194,2.9,2.2,0.3,43.1,0,61.7,43.1,7.4,0.7,,,
Elmore,Spencer,UNLV,1992,270lb,,Atlanta,Georgia,157,5.9,3.5,0.7,51.6,0,58,51.6,9.9,0,,,
Felton,Spencer,Louisville,1990,265lb,,Louisville,Kentucky,640,5.2,5.4,0.3,48.4,0,65.8,48.4,10.8,20.9,,,
Ed,Stokes,Arizona,1997,264lb,,Syracuse,New York,4,0.8,1,0.3,33.3,-,50,33.3,6.4,0,,,
Mike,Tobey,Virginia,2017,260lb,,Monroe,New York,2,1,1.5,0.5,25,-,-,25,-0.1,0,,,
Brett,Vroman,UNLV,1980,220lb,,Hollywood,California,11,3.1,2.3,0.8,37,0,73.7,37,11.8,0.1,,,
Chris,Welp,Washington,1987,245lb,,Delmenhorst,Germany,109,3.3,2.4,0.4,44.6,0,68.1,44.6,8.7,1,,,
Thomas,Welsh,UCLA,2018,255lb,,Torrance,California,11,1.6,0.4,0.5,53.8,42.9,50,65.4,16.1,0.1,,,
Bill,Wennington,St. John's,1985,245lb,,Montreal,Canada,720,4.6,3,0.6,45.9,13.9,78.7,46,10.9,17.7,,,
Trevor,Winter,Minnesota,1999,275lb,,Slayton,Minnesota,1,0,3,0,-,-,-,-,-4.3,0,,,
Jeff,Withey,Kansas,2013,231lb,,San Diego,California,206,3.2,2.5,0.3,52.5,14.3,71.6,52.7,16.9,6.8,,,
Tim,Young,Stanford,1999,220lb,,Santa Cruz,California,25,2.2,1.4,0.2,33.3,-,77.8,33.3,11.7,0.2,,,
Tyler,Zeller,UNC,2012,253lb,,Visalia,California,412,7,4.4,0.9,50.9,28.6,76.4,51.1,14.9,17.1,,,
George,Zidek,UCLA,1995,250lb,,Zl,Czech Republic,135,3.4,2.1,0.2,40.8,25,78.3,40.9,8.7,0.8,,,
Stephen,Zimmerman,UNLV,2016,240lb,,Hendersonville,Tennessee,19,1.2,1.8,0.2,32.3,-,60,32.3,7.3,0,,,
Kenny,Anderson,Georgia Tech,1991,168lb,,Queens,New York,858,12.6,3.1,6.1,42.1,34.6,79,44.9,16.4,62.5,,,
Greg,Anthony,UNLV,1991,176lb,,Las Vegas,Nevada,757,7.3,1.9,4,40.3,34.9,73.3,46.7,14.5,35.9,,,
Darrell,Armstrong,Fayetteville State University,1995,170lb,,Gastonia,North Carolina,840,9.2,2.7,4,40.9,33.4,87.1,48,16.3,49.8,,,
John,Austin,Boston College,1967,170lb,,Washgton,District of Columbia,45,7.6,1.6,1.4,37.5,0,73.1,37.5,9.3,0.9,,,
John,Bagley,Boston College,1982,185lb,,Bridgeport,Connecticut,665,8.7,2.6,6,43.7,24.1,77.9,44.8,13,16.6,,,
Elmer,Bennett,Notre Dame,1995,170lb,,Evanston,Illinois,21,2.3,0.5,1,34,27.3,72.2,37.2,6.2,-0.3,,,
Tony,Bennett,Green Bay,1992,175lb,,Green Bay,Wisconsin,152,3.5,1,2,41.2,33.5,73.2,46.4,9.5,1.6,,,
James,Blackwell,Dartmouth College,1994,190lb,,Mount Kisco,New York,13,1.4,0.8,0.8,61.5,-,66.7,61.5,11.6,0.2,,,
Will,Blalock,Iowa State,2006,205lb,,Boston,Massachusetts,14,1.8,1.1,1.2,30,20,100,31.7,4.5,-0.1,,,
Mookie,Blaylock,Oklahoma,1989,180lb,,Garland,Texas,889,13.5,4.1,6.7,40.9,33.6,73.6,46.5,16.8,71.8,,,
Aaron,Brooks,Oregon,2007,161lb,,Seattle,Washington,645,9.7,1.7,3,41.3,37,83.7,48.8,13.3,19.2,,,
Will,Bynum,Georgia Tech,2006,185lb,,Chicago,Illinois,360,8.1,1.6,3.3,44.2,27.2,79.9,45.8,14.6,7,,,
Mack,Calvin,USC,1969,165lb,,Fort Worth,Texas,755,16.1,2.5,4.8,44.7,24.5,86.3,45.1,17.4,60.4,,,
Isaiah,Canaan,Murray State,2013,201lb,,Biloxi,Mississippi,235,8.1,1.9,1.9,37.1,35.1,83.6,48.1,10.7,4.3,,,
Lionel,Chalmers,Xavier,2004,180lb,,Albany,New York,36,3.1,0.9,1.4,33.6,24.5,62.5,38.4,6.5,-0.2,,,
Will,Cherry,Montana,2014,185lb,,Oakland,California,8,1.9,0.6,1,26.3,22.2,50,31.6,5.8,0,,,
Darren,Collison,UCLA,2009,175lb,,Rancho Cucamonga,California,708,12.5,2.7,5,47.1,39.4,85.3,51.7,16.2,49.9,,,
Sean,Colson,UNC Charlotte,2001,175lb,,Philadelphia,Pennsylvania,13,1.2,0.5,0.8,25,20,50,27.1,6.8,-0.1,,,
Chris,Corchiani,NC State,1992,185lb,,Coral Gables,Florida,112,3.7,1.2,2.2,42.1,26.9,81.6,45.5,11.7,1.6,,,
Joe,Crispin,Penn State,2001,185lb,,Pitman,New Jersey,21,3.8,0.5,1.2,38.2,38.5,92.3,49.3,17.1,0.4,,,
Lou,Dampier,Kentucky,1967,170lb,,Indianapolis,Indiana,960,15.9,2.6,4.9,44.4,35.8,82,47.4,15.2,74.1,,,
Dan,Dickau,Gonzaga,2002,190lb,,Portland,Oregon,300,5.8,1.4,2.5,40.1,34.1,83.1,46,12.9,5.9,,,
Sherman,Douglas,Syracuse,1989,180lb,,Washgton,District of Columbia,765,11,2.2,5.9,48.4,26.7,67.8,49.5,15.1,32.9,,,
Jacob,Evans,Oklahoma State,2017,185lb,,Greenville,South Carolina,56,4.2,1.7,2,34.5,26.3,77.6,37.3,6.7,-0.4,,,
Jawun,Evans,Oklahoma State,2017,185lb,,Greenville,South Carolina,56,4.2,1.7,2,34.5,26.3,77.6,37.3,6.7,-0.4,,,
Jonny,Flynn,Syracuse,2009,185lb,,Niagara Falls,New York,163,9.2,1.9,3.9,40,33.8,80.9,44.2,11.3,-1.1,,,
Eddie,Gill,Weber State,2001,190lb,,Aurora,Colorado,187,3.1,1.1,1.2,36.1,32,84.7,42.4,9.9,1.9,,,
Rickey,Green,Michigan,1977,170lb,,Chicago,Illinois,946,9.4,1.9,5.5,46.9,20.7,80.7,47.1,15.3,47.2,,,
Taurean,Green,Florida,2007,177lb,,Fort Lauderdale,Florida,17,1.6,0.6,0.6,28,18.2,91.7,32,7,-0.1,,,
Glenn,Hagan,St. Bonaventure,1981,170lb,,Sanford,Florida,4,1.8,1,2,42.9,-,100,42.9,18.1,0.1,,,
Tim,Hardaway,Texas-El Paso,1989,175lb,,Chicago,Illinois,867,17.7,3.3,8.2,43.1,35.5,78.2,49,18.6,85,,,
Michael,Hawkins,Xavier,1997,178lb,,Canton,Ohio,75,1.8,0.9,1.6,37.7,30.5,80,44.6,8.6,0.2,,,
Kenny,Higgs,LSU,1978,180lb,,Owensboro,Kentucky,216,6.8,1.8,4.4,44.1,14.5,80.4,44.4,11.6,4.6,,,
Cedric,Hunter,Kansas,1992,180lb,,Wichita Falls,Texas,1,0,0,0,-,-,-,-,0,0,,,
Bobby,Hurley,Duke,1993,165lb,,Jersey City,New Jersey,269,3.8,1.1,3.3,35.3,27.2,76.9,38.4,8.1,-1.2,,,
Allen,Iverson,Georgetown,1996,165lb,,Hampton,Virginia,914,26.7,3.7,6.2,42.5,31.3,78,45.2,20.9,99,,,
Allen,Iverson,Georgetown,1996,165lb,,Hampton,Virginia,914,26.7,3.7,6.2,42.5,31.3,78,45.2,20.9,99,,,
Butch,Lee,Marquette,1978,185lb,,Santurce,Puerto Rico,96,8.1,1.4,3.2,45,-,76.1,45,13.5,2.4,,,
George,Lehmann,Campbell,1969,180lb,,Riverside,New Jersey,376,11.9,1.6,4.5,41.8,36.5,84.1,47.1,12.8,18.6,,,
Sidney,Lowe,NC State,1983,195lb,,Washgton,District of Columbia,193,2.9,1.7,3.9,36.7,13.3,76.4,37,10.4,3.9,,,
Tyronn,Lue,Nebraska,1999,175lb,,Mexico,Missouri,554,8.5,1.7,3.1,43.7,39.1,82.9,49.4,13.2,19.7,,,
Billy,McKinney,Northwestern,1978,160lb,,Waukegan,Illinois,476,8,1.4,3.5,49.3,6.3,82,49.3,13.7,15.6,,,
Eric,Money,Arizona,1974,170lb,,Detroit,Michigan,426,12.2,2.1,3.8,49.4,-,74.8,49.4,14.5,14.8,,,
Jameer,Nelson,Saint Joseph's,2004,190lb,,Chester,Pennsylvania,878,11.3,3,5.1,43.6,36.8,81,50.2,14.4,48.3,,,
Elliot,Perry,Memphis,1991,150lb,,Memphis,Tennessee,549,6.3,1.4,3.1,45.9,35.9,78.3,48.3,14.3,14,,,
Kevin,Porter Jr.,Saint Francis University,1972,170lb,,Chicago,Illinois,659,11.6,1.8,8.1,48.3,18.8,73.7,48.3,15.6,36,,,
Kevin,Porter,Saint Francis University,1972,170lb,,Chicago,Illinois,659,11.6,1.8,8.1,48.3,18.8,73.7,48.3,15.6,36,,,
Mark,Price,Georgia Tech,1986,170lb,,Bartlesville,Oklahoma,722,15.2,2.6,6.7,47.2,40.2,90.4,53,19.6,71.1,,,
David,Rivers,Notre Dame,1988,170lb,,Jersey City,New Jersey,114,3.4,1.3,2.5,39.8,8.3,79.4,40,9.7,-0.3,,,
God,Shammgod,Providence,1997,169lb,,New York,New York,20,3.1,0.4,1.8,32.8,0,76.7,32.8,9.2,-0.1,,,
Sean,Singletary,Virginia,2008,185lb,,Philadelphia,Pennsylvania,37,2.4,0.9,0.8,36.5,40,85.7,42.4,6.7,0,,,
Peyton,Siva,Louisville,2013,185lb,,Seattle,Washington,24,2.3,0.6,1.4,31.6,28,73.3,37.7,5.7,-0.2,,,
Russ,Smith,Louisville,2014,165lb,,New York,New York,27,2,0.6,0.7,31.9,18.8,76.9,35.1,7.8,-0.2,,,
Foots,Walker,West Georgia,1974,184lb,,Southampton,New York,658,6.4,2.6,4.7,43.5,22.7,76.2,43.6,13.7,31,,,
Lloyd,Walton,Marquette,1976,160lb,,Chicago,Illinois,341,4.2,1.1,3.6,45.4,25,71.1,45.5,11.4,5.2,,,
David,Wesley,Baylor,1993,190lb,,San Antonio,Texas,949,12.5,2.5,4.4,42.4,36.8,78.6,48,14.2,61.3,,,
DeJuan,Wheat,Louisville,1997,165lb,,Louisville,Kentucky,80,3.3,0.7,1.6,38.3,39,70,44.4,12.9,0.5,,,
Charles,Whitney,Clemson,1993,168lb,,Hopksville,Kentucky,579,6.5,1.4,2.8,39.5,36.1,87.5,48.3,13.8,21.2,,,
Chris,Whitney,Clemson,1993,168lb,,Hopksville,Kentucky,579,6.5,1.4,2.8,39.5,36.1,87.5,48.3,13.8,21.2,,,
Chuck,Williams,Seattle University,1967,165lb,,Colorado Sprgs,Colorado,372,16.2,3.1,2.7,39,26.4,71.3,40.7,11,5.7,,,
Chuckie,Williams,Seattle University,1967,165lb,,Colorado Sprgs,Colorado,372,16.2,3.1,2.7,39,26.4,71.3,40.7,11,5.7,,,
Othell,Wilson,Virginia,1984,190lb,,Alexandria,Virginia,127,4.2,1.7,3.3,45.4,17.6,74.6,46,11.3,1.4,,,
Rodrigue,Beaubois,,2009,170lb,72,Pote-a-Pitre,Guadeloupe,182,7.1,1.9,2.1,43.9,32.5,81,49.6,14.5,4.8,,,
Tim,Hardaway Jr.,,1989,175lb,72,Chicago,Illinois,867,17.7,3.3,8.2,43.1,35.5,78.2,49,18.6,85,,,
Shane,Heal,,1996,180lb,72,Melbourne,Australia,49,2,0.4,0.8,27.3,28.9,70,37.2,5,-0.4,,,
Sebastian,Telfair,,2004,165lb,72,Brooklyn,New York,564,7.4,1.6,3.5,39,31.9,77.7,43.6,10.8,5,,,
Chris,Anstey,,1997,249lb,84,Melbourne,Australia,155,5.2,3.4,0.8,41.3,13.8,75.5,41.6,13.2,2.8,,,
Omer,Asik,,2010,255lb,84,Bursa,Turkey,471,5.3,7.1,0.6,52.8,0,55.1,52.8,13.4,20.9,,,
Andrea,Bargnani,,2006,245lb,84,Rome,Italy,550,14.3,4.6,1.2,43.9,35.4,82.4,48.6,14.4,18.9,,,
Andrew,Bynum,,2005,285lb,84,Plasboro,New Jersey,418,11.5,7.7,1.2,55.6,11.1,69,55.6,19.6,37.4,,,
Eddy,Curry,,2001,295lb,84,Harvey,Illinois,527,12.9,5.2,0.5,54.5,100,64.2,54.5,15.9,21.7,,,
DeSagana,Diop,,2001,300lb,84,Dakar,Senegal,601,2,3.7,0.4,42.7,16.7,46.7,42.8,9.8,12.8,,,
Semih,Erden,,2010,240lb,84,Istanbul,Turkey,69,3.8,2.8,0.4,54.6,-,59.4,54.6,10.1,1.8,,,
Pau,Gasol,,2001,250lb,84,Barcelona,Spain,1226,17,9.2,3.2,50.7,36.8,75.3,51.3,21.4,144.1,,,
Reggie,Harding,,1968,249lb,84,Detroit,Michigan,230,9.5,9.6,1.7,41.9,0,60.2,41.9,12.9,7.3,,,
Viacheslav,Kravtsov,,2012,260lb,84,Odessa,Ukraine,45,2.2,1.4,0.2,67.2,-,33.3,67.2,13.6,0.4,,,
Nenad,Krstic,,2004,240lb,84,Kraljevo,Serbia,419,10,5.4,0.8,49.4,14.3,73,49.4,13.6,21.5,,,
DJ,Mbenga,,2004,245lb,84,Kshasa,Democratic Republic of the Congo,234,1.8,1.5,0.2,47,0,60.7,47,10.8,2.4,,,
Darko,Milicic,,2003,250lb,84,Novi Sad,Serbia,468,6,4.2,0.9,46,0,57.4,46,12.3,7.1,,,
Donatas,Motiejunas,,2012,222lb,84,Kaunas,Lithuania,251,7.3,3.8,1.1,46.9,30,59.7,50.8,12.4,7.1,,,
Boniface,Ndong,,2005,198lb,84,Dakar,Senegal,23,2.2,1.6,0.3,41.5,0,66.7,41.5,11,0.2,,,
Rasho,Nesterovic,,1999,248lb,84,Ljubljana,Slovenia,811,6.8,5.1,1,50.2,7.7,58.5,50.2,13.3,39.9,,,
Lucas,Nogueira,,2014,241lb,84,Sao Goncalo,Brazil,141,3.2,2.8,0.5,63.2,26.5,64,64.8,15.8,6,,,
Dirk,Nowitzki,,1999,245lb,84,Wurzburg,Germany,1522,20.7,7.5,2.4,47.1,38,87.9,51.2,22.4,206.3,,,
Jusuf,Nurkic,, PHO,280lb,84,Tuzla,Bosnia and Herzegovina,310,11.6,8,1.9,49.1,7.1,66.6,49.2,19.1,16.4,,,
Oleksiy,Pecherov,,2008,232lb,84,Donetsk,Ukraine,111,3.9,2.4,0.2,38.6,29,79.3,44.1,11.9,0.5,,,
Johan,Petro,,2005,247lb,84,Paris,France,473,4.7,3.9,0.5,46.2,15.4,67.8,46.2,10.4,5.5,,,
Miroslav,Raduljica,,2013,250lb,84,Belgrade,Serbia,53,3.6,2.1,0.4,53,-,82.5,53,14.7,1.1,,,
Zeljko,Rebraca,,2001,257lb,84,Apat,Serbia,215,5.9,3.2,0.4,52.7,-,79.2,52.7,14.1,8.3,,,
Soumaila,Samake,,2000,230lb,84,Bougouni,Mali,47,1.4,1.6,0.1,38.9,-,46.2,38.9,10,0.3,,,
Vladimir,Stepania,,1999,236lb,84,"<a href=""/friv/birthplaces.fcgi?country=GE&amp;state=""",Georgia,270,4.1,4.4,0.3,42.5,13.3,53.6,42.6,12.8,5.2,,,
Robert,Swift,,2004,245lb,84,Bakersfield,California,97,4.3,3.9,0.2,50.6,-,61,50.6,11.4,1.7,,,
Zan,Tabak,,1994,245lb,84,Split,Croatia,247,5,3.6,0.7,50.6,0,52.5,50.6,11.3,2.4,,,
Nikoloz,Tskitishvili,,2002,225lb,84,Tbilisi,Georgia,172,2.9,1.8,0.7,30.4,23.5,73,33.8,5.2,-1.6,,,
Brandon,Jennings,,2009,170lb,73,Compton,California,555,14.1,3,5.7,38.7,34.5,79.6,45.2,15.7,29.9,,,
Raul,Lopez,,2003,170lb,73,Vic,Spain,113,6.5,1.7,3.8,42.9,34.6,85.3,46.4,12.2,2.1,,,
Sergei,Bazarevich,,1994,168lb,74,Moscow,Russia,10,3,0.7,1.4,50,16.7,77.8,52.3,13.6,0.2,,,
Aleksandar,Djordjevic,,1996,198lb,74,Belgrade,Serbia,8,3.1,0.6,0.6,50,71.4,80,65.6,12.5,0.1,,,
Tony,Parker,,2001,185lb,74,Bruges,Belgium,1254,15.5,2.7,5.6,49.1,32.4,75.1,50.8,18.2,111.3,,,
Leandro,Barbosa,,2003,194lb,75,Sao Paulo,Brazil,850,10.6,2,2.1,45.9,38.7,82.1,52.6,15.1,37.4,,,
Jose,Calderon,,2005,200lb,75,Villanueva de la Serena,Spain,895,8.9,2.4,5.8,47.2,40.7,87.3,54.3,15.8,58.3,,,
Monta,Ellis,,2005,185lb,75,Jackson,Mississippi,833,17.8,3.5,4.6,45.1,31.4,77.2,48,16,41.9,,,
Vincenzo,Esposito,,1995,198lb,75,Caserta,Italy,30,3.9,0.5,0.8,36,23.2,79.5,42.5,5.2,-0.6,,,
Alex,Garcia,,2004,220lb,75,Orlandia,Brazil,10,4.7,1.5,1.8,32.2,27.8,66.7,36.4,7.4,-0.1,,,
Marcelo,Huertas,,2015,200lb,75,Sao Paulo,Brazil,76,3.9,1.5,3.1,40.9,25,78.3,44.3,10.1,-0.2,,,
Juan Carlos,Navarro,,2007,170lb,75,Sant Feliu de Llobregat,Spain,82,10.9,2.6,2.2,40.2,36.1,84.9,50.4,11.9,1.4,,,
Nemanja,Nedovic,,2013,192lb,75,Nova Varos,Serbia,24,1.1,0.6,0.5,20.5,16.7,87.5,24.4,-1.7,-0.4,,,
Pablo,Prigioni,,2012,185lb,75,Rio Tercero,Argentina,270,3.5,1.9,2.8,42.5,37.9,87.2,55.4,12.3,10.4,,,
Igor,Rakocevic,,2002,183lb,75,Belgrade,Serbia,42,1.9,0.4,0.8,37.9,41.7,80.6,42.2,8.4,0.1,,,
Sergio,Rodriguez,,2006,176lb,75,Tenerife,Spain,353,4.9,1.5,3.4,40.9,33.7,73.9,47.1,12.4,4.3,,,
Beno,Udrih,,2004,205lb,75,Celje,Slovenia,831,8.4,2.1,3.4,46.3,34.9,83.3,50.2,14,31.4,,,
Nicolas,Laprovittola,,2016,180lb,76,Buenos Aires,Argentina,18,3.3,0.6,1.6,42.6,37,100,53.2,8.4,0.2,,,
Arvydas,Macijauskas,,2005,214lb,76,Klaipeda,Lithuania,19,2.3,0.5,0.3,34.1,25,86.7,37.8,8.3,0,,,
Vassilis,Spanoulis,,2006,195lb,76,Larissa,Greece,31,2.7,0.7,0.9,31.9,17.2,81,35.4,5.4,-0.1,,,
Mitchell,Creek,,2019,216lb,77,Horsham,Australia,5,4.2,2.4,1.2,50,0,71.4,50,20.2,0.2,,,
Sasha,Danilovic,,1995,200lb,77,Sarajevo,Bosnia and Herzegovina,75,12.8,2.4,2,43.9,37.9,78.9,51.8,11.7,4.2,,,
Zoran,Dragic,,2014,200lb,77,Ljubljana,Slovenia,16,1.8,0.5,0.3,36.7,21.4,60,41.7,8.2,-0.1,,,
Christian,Eyenga,,2011,210lb,77,Kshasa,Democratic Republic of the Congo,51,6.3,2.7,0.8,41.1,27.7,61.1,45,8.6,-0.4,,,
Pete,Maravich,,1970,197lb,77,Aliquippa,Pennsylvania,658,24.2,4.2,5.4,44.1,66.7,82,44.1,18.4,46.7,,,
Sarunas,Marciulionis,,1989,200lb,77,Kaunas,Lithuania,363,12.8,2.3,2.2,50.5,36.9,76.8,52.6,16.7,20,,,
Drazen,Petrovic,,1989,195lb,77,Sibenik,Croatia,290,15.4,2.3,2.4,50.6,43.7,84.1,54.4,16.4,21.5,,,
DeShawn,Stevenson,,2000,210lb,77,Fresno,California,824,7.2,2.2,1.6,40.6,34,69.8,45.6,9.9,12.1,,,
Milos,Teodosic,,2017,196lb,77,Valjevo,Serbia,60,8,2.4,4,42,37.8,81.1,54.3,11,1.3,,,
Roko,Ukic,,2008,183lb,77,Split,Croatia,85,4,0.9,1.9,38.7,18.9,74.6,40.7,10,-0.2,,,
Alex,Abrines,,2016,200lb,78,Palma de Mallorca,Spain,174,5.3,1.4,0.5,38.7,36.8,88,52.5,8.8,5,,,
Kobe,Bryant,,1996,212lb,78,Philadelphia,Pennsylvania,1346,25,5.2,4.7,44.7,32.9,83.7,48.2,22.9,172.7,,,
Carlos,Delfino,,2004,230lb,78,Santa Fe,Argentina,507,8.1,3.6,1.7,40.1,36.5,75.8,49.4,12.6,22.5,,,
Rudy,Fernandez,,2008,185lb,78,Palma de Mallorca,Spain,249,9.1,2.4,2.2,39.9,36,84,51.1,14,14.2,,,
Manu,Ginobili,,2002,205lb,78,Bahia Blanca,Argentina,1057,13.3,3.5,3.8,44.7,36.9,82.7,52,20.2,106.4,,,
Gordan,Giricek,,2002,210lb,78,Zagreb,Croatia,384,9.6,2.5,1.5,44.2,36.8,82.3,48.6,11.8,8,,,
Gerald,Green,,2006,205lb,78,Houston,Texas,658,9.7,2.5,0.9,41.7,36.1,81.8,50.4,13,18.4,,,
Ibrahim,Kutluay,,2004,200lb,78,Istanbul,Turkey,5,0,0.2,0,0,-,-,0,-12.9,-0.1,,,
Marko,Milic,,1997,235lb,78,Kranj,Slovenia,44,2.5,0.7,0.3,56,42.9,64.7,57.7,14.9,0.2,,,
Mickael,Pietrus,,2003,215lb,78,Les Abymes,Guadeloupe,557,8.3,3.1,0.8,42.5,35.5,66.5,51.4,11.6,19.7,,,
Alexey,Shved,,2012,190lb,78,Belgorod,Russia,182,7.4,2,2.5,36.9,30.6,76.2,43.6,12.8,3.1,,,
JR,Smith,,2004,225lb,78,Freehold,New Jersey,971,12.5,3.2,2.1,41.9,37.3,73.2,51.1,14,46.4,,,
Oscar,Torres,,2001,210lb,78,Caracas,Venezuela,82,5.4,1.6,0.5,40.1,31.7,76.8,45.9,11.7,1.1,,,
Gundars,Vetra,,1992,195lb,78,Ventspils,Latvia,13,3.5,0.6,0.5,47.5,100,66.7,51.3,13.6,0.1,,,
Nicolas,Brussino,,2016,195lb,79,Santa Fe,Argentina,58,2.6,1.7,0.8,36.4,29.9,77.3,46.5,10.5,0.6,,,
Mickael,Gelabale,,2006,215lb,79,Pote Noire,Guadeloupe,145,4.6,2.3,0.8,47,31.6,81.5,50.8,10.5,3,,,
Marko,Jaric,,2002,198lb,79,Belgrade,Serbia,447,7.1,2.7,3.6,40.4,34.4,73,45.3,12,12.1,,,
Sergey,Karasev,,2013,208lb,79,St. Petersburg,Russia,95,3,1.5,0.9,39.5,28.2,84.2,45.9,8.7,0.8,,,
Ricky,Ledo,,2013,195lb,79,Providence,Rhode Island,28,3.9,1.4,0.8,33.6,37.1,76.9,39.4,7,-0.6,,,
Shaun,Livingston,,2004,192lb,79,Peoria,Illinois,833,6.3,2.4,3,48.6,17.8,79.4,48.8,12.5,29.9,,,
Andres,Nocioni,,2004,225lb,79,Santa Fe,Argentina,514,10.5,4.5,1.2,43.1,37.3,79.9,49.7,12.9,21.8,,,
Zoran,Planinic,,2003,195lb,79,Mostar,Bosnia and Herzegovina,148,3.8,1.3,1.1,40.5,28.9,67.7,44.3,9.6,1.5,,,
Antoine,Rigaudeau,,2003,210lb,79,Cholet,France,11,1.5,0.7,0.5,22.9,20,-,24.3,-2.4,-0.4,,,
Glenn,Robinson,,1994,225lb,79,Gary,Indiana,688,20.7,6.1,2.7,45.9,34,82,48.5,17.5,39.8,,,
Pape,Sy,,2011,225lb,79,Loudeac,France,3,2.3,1,0.7,33.3,0,100,33.3,9.2,0,,,
Axel,Toupane,,2016,197lb,79,Mulhouse,France,25,3.5,1.3,0.6,38,31.8,76.5,46.8,7,0.4,,,
Sasha,Vujacic,,2004,195lb,79,Maribor,Slovenia,581,5.3,1.9,1.3,39,36.7,85.8,48.7,11.5,16,,,
Jiri,Welsch,,2002,208lb,79,Pardubice,Czech Republic,247,6.1,2.4,1.5,40.3,34.3,75.2,44.9,11.2,5.7,,,
Korleone,Young,,1999,213lb,79,Wichita,Kansas,3,4.3,1.3,0.3,50,25,100,55,31.3,0.1,,,
Lazaro,Borrell,,1999,220lb,80,Santa Clara,Cuba,17,3.6,2.4,0.6,44.4,0,54.5,44.4,15,0.3,,,
Boris,Diaw,,2003,250lb,80,Cormeilles-en-Parisis,France,1064,8.6,4.4,3.5,49.3,33.6,71.7,52.4,12.9,51.6,,,
Georgi,Glouchkov,,1985,235lb,80,Triavna,Bulgaria,49,4.9,3.3,0.7,40.2,100,57.4,40.4,5.7,-0.5,,,
Damien,Inglis,,2015,246lb,80,Cayenne,French Guiana,20,1.8,1.6,0.5,35.1,23.1,87.5,39.2,6.7,-0.1,,,
Tracy,McGrady,,1997,210lb,80,Bartow,Florida,938,19.6,5.6,4.4,43.5,33.8,74.6,47,22.1,97.3,,,
Sergei,Monia,,2005,220lb,80,Saratov,Russia,26,3,2,0.7,33.3,26.5,71.4,38.5,6.3,-0.2,,,
Kostas,Papanikolaou,,2014,225lb,80,Trikala,Greece,69,3.6,2.3,1.5,35.4,29.7,68.8,43.2,7.3,0.3,,,
Bill,Willoughby,,1975,205lb,80,Englewood,New Jersey,488,6,3.9,0.8,47,27,75,47.2,11.8,13.3,,,
Guerschon,Yabusele,,2017,260lb,80,Dreux,France,74,2.3,1.4,0.4,44.2,32.3,68.2,51.8,12.4,1.1,,,
Paul,Zipser,,2016,215lb,80,Heidelberg,Germany,98,4.7,2.6,0.8,37.1,33.5,76.9,44.8,6.1,0,,,
Omri,Casspi,,2009,225lb,81,Holon,Israel,588,7.9,4,1.1,45.4,36.8,67.8,52,13,19.6,,,
Victor,Claver,,2012,224lb,81,Valencia,Spain,80,3.2,2.2,0.7,39.8,29.3,58.5,46.6,7.5,0.2,,,
Kornel,David,,1999,235lb,81,"<a href=""/friv/birthplaces.fcgi?country=HU&amp;state=""",Hungary,109,5,2.8,0.6,44.6,0,81.7,44.6,12.5,2.5,,,
Ndudi,Ebi,,2003,200lb,81,London,United Kingdom,19,2.1,1,0.2,48.6,0,46.2,48.6,14.6,0.1,,,
Jorge,Garbajosa,,2006,245lb,81,Madrid,Spain,74,8,4.7,1.7,41.5,34.4,73.1,48,12,3,,,
Al,Harrington,,1999,230lb,81,Orange,New Jersey,981,13.5,5.6,1.7,44.4,35.2,72.7,48.7,14.3,42.5,,,
Walter,Herrmann,,2006,225lb,81,Venado Tuerto,Argentina,152,5.4,2.1,0.4,45.8,38.1,78.6,54.2,14,4.1,,,
Amir,Johnson,,2006,240lb,81,Los Angeles,California,870,7,5.4,1.2,57,33.2,67.3,58.2,15.8,55.3,,,
Viktor,Khryapa,,2005,210lb,81,Kiev,Ukraine,143,4.5,3.4,1,44.3,29.2,65.8,45.5,10.7,2,,,
Andrei,Kirilenko,,2001,220lb,81,Izhevsk,Russia,797,11.8,5.5,2.7,47.4,31,75.4,50.2,18.7,75.4,,,
Yaroslav,Korolev,,2005,203lb,81,Moscow,Russia,34,1.1,0.5,0.4,28.3,25,62.5,31.5,5.6,-0.1,,,
Mindaugas,Kuzminskas,,2016,215lb,81,Vilnius,Lithuania,69,6.2,1.8,1,42.6,32.1,80.9,49.9,12.3,1.1,,,
Fernando,Martin,,1986,220lb,81,Madrid,Spain,24,0.9,1.2,0.4,29,0,36.4,29,-0.9,-0.4,,,
